﻿code_insee;nom_commune;code_departement;dose_rayonnements_telluriques;dose_rayonnements_cosmiques;dose_radon_maison_individuelle;dose_radon_habitat_collectif;dose_depots_essais_atmospheriques_et_tchernobyl
54346;Manoncourt-en-Woëvre;54;754;319;1536;902;46
54348;Manonville;54;754;322;1458;875;46
54349;Manonviller;54;826;322;1482;883;9
54350;Marainviller;54;810;321;1451;873;9
54351;Marbache;54;789;316;1286;817;46
54352;Maron;54;831;320;1413;860;46
54353;Mars-la-Tour;54;907;321;1489;886;46
54354;Marthemont;54;822;326;1636;936;46
54355;Martincourt;54;769;319;1392;853;46
54356;Mattexey;54;839;327;1674;949;9
54357;Maxéville;54;791;319;1120;760;46
54358;Mazerulles;54;704;322;1354;840;46
54359;Méhoncourt;54;803;325;1590;920;9
54360;Ménil-la-Tour;54;752;319;1648;940;46
54362;Mercy-le-Bas;54;899;328;1832;1002;46
54363;Mercy-le-Haut;54;886;337;1786;987;46
54364;Méréville;54;819;319;1343;836;46
54365;Merviller;54;926;327;1645;939;46
54366;Messein;54;817;319;1237;800;46
54367;Mexy;54;935;340;1694;955;9
54368;Mignéville;54;871;324;1550;906;46
54369;Millery;54;803;316;1212;792;46
54370;Minorville;54;743;317;1511;893;46
54371;Moineville;54;990;315;1634;935;9
54372;Moivrons;54;807;320;1224;796;9
54373;Moncel-lès-Lunéville;54;820;320;1327;831;9
54374;Moncel-sur-Seille;54;734;317;1324;830;46
54375;Montauville;54;859;318;1060;740;46
54376;Montenoy;54;756;319;1246;803;9
54377;Montigny;54;896;326;1591;920;46
54378;Montigny-sur-Chiers;54;767;329;1777;984;46
54379;Mont-l'Étroit;54;785;334;2247;1143;9
54380;Mont-le-Vignoble;54;815;325;1983;1054;9
54381;Montreux;54;884;329;1507;892;46
54382;Mont-Saint-Martin;54;897;327;1369;845;9
54383;Mont-sur-Meurthe;54;779;319;1401;856;9
54385;Morfontaine;54;852;339;1955;1044;46
54386;Moriviller;54;803;325;1602;924;9
54387;Morville-sur-Seille;54;809;315;1203;789;9
54388;Mouacourt;54;756;319;1359;842;9
54389;Mouaville;54;838;321;1620;930;46
54390;Mousson;54;805;333;968;709;46
54391;Moutiers;54;939;316;1676;949;9
54392;Moutrot;54;818;320;1871;1016;9
54393;Moyen;54;850;324;1648;940;9
54394;Murville;54;863;333;1754;976;46
54395;Nancy;54;873;316;833;663;46
54396;Neufmaisons;54;1012;329;1688;954;46
54397;Neuves-Maisons;54;838;319;1019;726;46
54398;Neuviller-lès-Badonviller;54;892;329;1476;882;46
54399;Neuviller-sur-Moselle;54;842;323;1806;993;46
54400;Nomeny;54;832;316;1233;799;9
54401;Nonhigny;54;880;326;1511;893;46
54402;Norroy-le-Sec;54;855;329;1662;945;46
54403;Norroy-lès-Pont-à-Mousson;54;893;325;1148;770;9
54404;Noviant-aux-Prés;54;751;322;1476;881;46
54405;Ochey;54;819;332;1798;991;46
54406;Ogéviller;54;868;323;1524;898;46
54407;Ognéville;54;830;328;1899;1025;46
54408;Olley;54;845;317;1766;980;9
54409;Omelmont;54;848;329;1783;986;46
54410;Onville;54;906;315;1373;846;46
54411;Ormes-et-Ville;54;833;326;1774;983;46
54412;Othe;54;629;316;1784;986;9
54413;Ozerailles;54;887;333;1641;938;9
54414;Pagney-derrière-Barine;54;799;324;2035;1071;9
54415;Pagny-sur-Moselle;54;1013;314;1277;814;9
54416;Pannes;54;757;318;1496;888;9
54417;Parey-Saint-Césaire;54;841;328;1706;959;46
54418;Parroy;54;753;320;1375;847;9
54419;Parux;54;888;341;1519;896;46
54420;Petit-Failly;54;654;317;1667;946;46
54421;Petitmont;54;927;341;1510;893;46
54422;Pettonville;54;856;323;1543;904;46
54423;Pexonne;54;990;327;1561;910;46
54424;Phlin;54;822;315;1248;804;9
54425;Piennes;54;818;329;1678;950;46
54426;Pierre-la-Treiche;54;836;317;1793;989;46
54427;Pierre-Percée;54;1013;348;1693;955;46
54428;Pierrepont;54;794;320;2094;1091;46
54429;Pierreville;54;861;328;1557;909;46
54430;Pompey;54;771;316;1327;831;46
54431;Pont-à-Mousson;54;885;314;816;657;46
54432;Pont-Saint-Vincent;54;809;319;1129;764;46
54433;Port-sur-Seille;54;816;314;1215;793;9
54434;Praye;54;822;329;1986;1055;46
54435;Prény;54;939;324;1277;814;9
54436;Preutin-Higny;54;847;328;1747;974;46
54437;Pulligny;54;918;321;1580;917;46
54438;Pulney;54;801;339;2191;1124;46
54439;Pulnoy;54;766;319;1100;754;9
54440;Puxe;54;890;315;1680;951;9
54441;Puxieux;54;879;323;1531;900;46
54442;Quevilloncourt;54;832;328;1901;1026;46
54443;Raon-lès-Leau;54;971;350;2469;1218;46
54444;Raucourt;54;826;315;1234;799;9
54445;Raville-sur-Sânon;54;726;319;1362;843;9
54446;Réchicourt-la-Petite;54;740;321;1372;846;9
54447;Réclonville;54;851;322;1532;900;46
54449;Rehainviller;54;773;320;1391;852;9
54450;Reherrey;54;893;324;1584;918;46
54451;Réhon;54;850;322;1609;927;9
54452;Reillon;54;808;325;1465;878;46
54453;Rembercourt-sur-Mad;54;832;318;1372;846;46
54455;Remenoville;54;807;325;1649;940;9
54456;Réméréville;54;731;321;1317;828;46
54457;Remoncourt;54;775;322;1377;848;46
54458;Repaix;54;824;329;1442;870;46
54459;Richardménil;54;828;324;1344;837;46
54460;Rogéville;54;760;329;1392;853;46
54461;Romain;54;793;328;1597;923;46
54462;Rosières-aux-Salines;54;838;317;1342;836;46
54463;Rosières-en-Haye;54;765;324;1462;877;46
54464;Rouves;54;815;315;1238;801;9
54465;Roville-devant-Bayon;54;868;322;1921;1033;46
54466;Royaumeix;54;730;322;1602;924;46
54467;Rozelieures;54;841;327;1653;941;9
54468;Saffais;54;793;336;1468;879;46
54469;Saint-Ail;54;1003;319;1459;876;9
54470;Saint-Baussant;54;727;320;1565;912;9
54471;Saint-Boingt;54;856;325;1672;948;9
54472;Saint-Clément;54;851;322;1542;904;9
54473;Saint-Firmin;54;816;328;1985;1054;46
54474;Sainte-Geneviève;54;811;335;1154;772;46
54475;Saint-Germain;54;902;337;1824;1000;9
54476;Saint-Jean-lès-Longuyon;54;650;318;1603;925;46
54477;Saint-Julien-lès-Gorze;54;862;322;1450;873;46
54478;Saint-Marcel;54;915;324;1492;887;9
54479;Saint-Mard;54;838;325;1719;964;46
54480;Saint-Martin;54;861;323;1503;891;46
54481;Saint-Maurice-aux-Forges;54;901;327;1561;910;46
54482;Saint-Max;54;757;316;806;654;9
54483;Saint-Nicolas-de-Port;54;791;318;1107;756;46
54484;Sainte-Pôle;54;907;327;1574;915;46
54485;Saint-Pancré;54;783;326;1794;989;46
54486;Saint-Remimont;54;828;330;1749;974;46
54487;Saint-Rémy-aux-Bois;54;861;328;1721;964;9
54488;Saint-Sauveur;54;942;330;1608;926;46
54489;Saint-Supplet;54;851;334;1968;1048;46
54490;Saizerais;54;789;322;1424;864;46
54491;Sancy;54;953;329;1799;991;9
54492;Sanzey;54;742;320;1661;944;9
54493;Saulnes;54;857;326;2092;1091;9
54494;Saulxerotte;54;805;335;2030;1070;9
54495;Saulxures-lès-Nancy;54;765;318;1068;743;9
54496;Saulxures-lès-Vannes;54;829;324;2157;1113;9
54497;Saxon-Sion;54;810;347;2031;1070;46
54498;Seichamps;54;744;320;1121;761;9
54499;Seicheprey;54;711;322;1575;915;9
54500;Selaincourt;54;815;332;1956;1044;46
54501;Seranville;54;818;328;1661;944;9
54502;Serres;54;736;326;1345;837;9
54504;Serrouville;54;878;338;1860;1012;9
54505;Sexey-aux-Forges;54;830;319;1415;861;46
54507;Sionviller;54;732;323;1367;844;9
54508;Sivry;54;798;322;1223;795;9
54509;Sommerviller;54;768;317;1300;822;46
54510;Sornéville;54;738;323;1335;834;46
54511;Sponville;54;839;319;1603;925;46
54512;Tanconville;54;868;327;1464;877;46
54513;Tantonville;54;831;329;1868;1014;46
54514;Tellancourt;54;744;342;1795;990;46
54515;Thélod;54;855;333;1681;951;46
54516;They-sous-Vaudemont;54;801;338;2127;1102;46
54517;Thézey-Saint-Martin;54;820;315;1219;794;9
54518;Thiaucourt-Regniéville;54;818;318;1290;818;46
54519;Thiaville-sur-Meurthe;54;966;327;1887;1021;46
54520;Thiébauménil;54;817;321;1480;883;9
54521;Thil;54;832;337;1990;1056;9
54522;Thorey-Lyautey;54;816;328;2027;1069;46
54523;Thuilley-aux-Groseilles;54;822;327;1732;968;46
54524;Thumeréville;54;874;315;1640;937;46
54525;Tiercelet;54;845;345;2015;1065;9
54526;Tomblaine;54;752;317;860;672;9
54527;Tonnoy;54;853;322;1522;897;46
54528;Toul;54;850;317;2371;1185;46
54529;Tramont-Émy;54;791;341;2224;1136;9
54530;Tramont-Lassus;54;820;344;2264;1149;9
54531;Tramont-Saint-André;54;788;336;2247;1143;9
54532;Tremblecourt;54;753;323;1479;882;46
54533;Trieux;54;981;329;1780;985;9
54534;Trondes;54;766;324;1828;1001;9
54535;Tronville;54;896;326;1495;888;46
54536;Tucquegnieux;54;1030;327;1790;988;9
54537;Ugny;54;804;330;1793;989;46
54538;Uruffe;54;783;324;2249;1144;9
54539;Vacqueville;54;945;324;1639;937;46
54540;Val-et-Châtillon;54;917;330;1525;898;46
54541;Valhey;54;736;321;1368;845;9
54542;Valleroy;54;974;318;1646;939;9
54543;Vallois;54;828;328;1677;950;9
54544;Vandelainville;54;883;315;1361;842;9
54545;Vandeléville;54;805;337;2115;1098;46
54546;Vandières;54;953;315;1203;789;9
54547;Vandœuvre-lès-Nancy;54;867;323;916;691;46
54548;Vannes-le-Châtel;54;847;326;2226;1136;9
54549;Varangéville;54;800;317;1143;768;46
54550;Vathiménil;54;869;322;1604;925;9
54551;Vaucourt;54;765;320;1382;849;46
54552;Vaudémont;54;809;359;2084;1088;46
54553;Vaudeville;54;835;327;1875;1017;46
54554;Vaudigny;54;831;323;1908;1028;46
54555;Vaxainville;54;874;324;1565;912;46
54556;Vého;54;806;325;1479;882;46
54557;Bois-de-Haye;54;814;324;1498;889;46
54558;Velaine-sous-Amance;54;726;321;1255;806;46
54559;Velle-sur-Moselle;54;851;321;1586;919;46
54560;Veney;54;954;328;1699;957;46
54561;Vennezey;54;819;326;1651;941;9
54562;Verdenal;54;830;326;1446;871;46
54563;Vézelise;54;835;323;1883;1020;46
54564;Viéville-en-Haye;54;833;335;1318;828;9
54565;Vigneulles;54;802;320;1443;870;46
54566;Vilcey-sur-Trey;54;873;321;1264;810;9
54567;Villacourt;54;897;323;1831;1002;9
54568;Ville-au-Montois;54;854;334;1950;1042;46
54569;Ville-au-Val;54;810;320;1180;781;46
54570;Villecey-sur-Mad;54;889;315;1362;843;9
54571;Ville-en-Vermois;54;787;320;1300;822;46
54572;Ville-Houdlémont;54;770;322;1806;993;9
54573;Villers-en-Haye;54;762;317;1327;831;46
54574;Villers-la-Chèvre;54;808;338;1699;957;46
54575;Villers-la-Montagne;54;876;341;1914;1030;9
54576;Villers-le-Rond;54;643;325;1682;951;46
54577;Villers-lès-Moivrons;54;799;325;1251;805;9
54578;Villers-lès-Nancy;54;900;320;994;718;46
54579;Villers-sous-Prény;54;898;317;1237;800;9
54580;Villerupt;54;829;332;1962;1046;9
54581;Ville-sur-Yron;54;923;317;1556;909;9
54582;Villette;54;687;317;1755;976;46
54583;Villey-le-Sec;54;826;333;1641;937;46
54584;Villey-Saint-Étienne;54;798;321;1577;916;46
54585;Virecourt;54;901;324;1965;1048;9
54586;Viterne;54;824;325;1553;908;46
54587;Vitrey;54;831;325;1893;1023;46
54588;Vitrimont;54;766;326;1323;829;9
54589;Vittonville;54;928;318;1213;792;9
54590;Viviers-sur-Chiers;54;739;321;1751;975;46
54591;Voinémont;54;847;323;1643;938;46
54592;Vroncourt;54;825;328;1926;1034;46
54593;Waville;54;868;318;1380;849;46
54594;Xammes;54;809;322;1383;850;46
54595;Xermaménil;54;783;320;1462;877;9
54596;Xeuilley;54;847;323;1499;889;46
54597;Xirocourt;54;824;322;1948;1042;46
54598;Xivry-Circourt;54;844;325;1767;980;46
54599;Xonville;54;840;324;1583;918;46
54600;Xousse;54;770;322;1372;846;46
54601;Xures;54;753;320;1360;842;46
54602;Han-devant-Pierrepont;54;812;324;2478;1222;46
55001;Abainville;55;610;328;2035;1071;9
55002;Abaucourt-Hautecourt;55;586;318;1654;942;46
55004;Aincreville;55;464;316;1860;1012;9
55005;Amanty;55;656;336;2898;1364;9
55007;Ambly-sur-Meuse;55;514;317;1959;1045;9
55008;Amel-sur-l'Étang;55;686;319;1482;883;46
55009;Ancemont;55;508;318;2194;1125;9
55010;Ancerville;55;407;316;1663;945;9
55011;Andernay;55;377;311;1500;890;9
55012;Apremont-la-Forêt;55;631;324;1638;937;9
55013;Arrancy-sur-Crusne;55;759;326;1701;958;46
55014;Aubréville;55;458;314;1391;853;9
55015;Aulnois-en-Perthois;55;402;316;2582;1257;9
55017;Autrécourt-sur-Aire;55;428;318;1769;981;9
55018;Autréville-Saint-Lambert;55;522;314;1902;1026;9
55021;Avillers-Sainte-Croix;55;682;337;1630;934;9
55022;Avioth;55;627;317;2115;1098;9
55023;Avocourt;55;464;319;1584;918;9
55024;Azannes-et-Soumazannes;55;598;319;1471;880;46
55025;Baâlon;55;538;316;1305;823;9
55026;Badonvilliers-Gérauvilliers;55;641;341;2475;1221;9
55027;Bannoncourt;55;579;318;2230;1137;9
55028;Bantheville;55;462;318;1904;1027;9
55029;Bar-le-Duc;55;447;314;2547;1245;9
55031;Baudonvilliers;55;374;314;2055;1078;9
55032;Baudrémont;55;479;326;2011;1063;9
55033;Baulny;55;465;314;1766;980;9
55034;Bazeilles-sur-Othain;55;626;316;1799;991;46
55035;Bazincourt-sur-Saulx;55;403;315;2345;1177;9
55036;Beauclair;55;471;315;1434;867;9
55037;Beaufort-en-Argonne;55;475;315;1276;814;9
55038;Beaulieu-en-Argonne;55;417;325;1761;978;9
55039;Beaumont-en-Verdunois;55;538;334;1790;988;9
55040;Beausite;55;439;319;1853;1009;9
55041;Behonne;55;416;313;2272;1152;9
55042;Belleray;55;507;316;1722;965;9
55043;Belleville-sur-Meuse;55;505;316;1471;880;9
55044;Belrain;55;447;326;1855;1010;9
55045;Belrupt-en-Verdunois;55;524;319;1955;1044;9
55046;Beney-en-Woëvre;55;788;320;1422;863;46
55047;Béthelainville;55;465;324;1484;884;9
55048;Béthincourt;55;479;317;1829;1001;9
55049;Beurey-sur-Saulx;55;405;311;2176;1119;9
55050;Bezonvaux;55;562;323;1692;955;9
55051;Biencourt-sur-Orge;55;501;328;2609;1266;9
55053;Billy-sous-Mangiennes;55;675;317;1884;1020;46
55054;Bislée;55;569;319;2070;1083;9
55055;Blanzée;55;561;320;1587;919;9
55057;Boinville-en-Woëvre;55;716;317;1577;916;9
55058;Boncourt-sur-Meuse;55;561;321;2103;1094;9
55059;Bonnet;55;553;334;2291;1158;9
55060;Bonzée;55;601;321;1453;874;9
55061;Le Bouchon-sur-Saulx;55;434;322;2939;1378;9
55062;Bouconville-sur-Madt;55;660;320;1690;954;9
55063;Bouligny;55;770;325;1485;884;46
55064;Bouquemont;55;527;320;2192;1125;9
55065;Boureuilles;55;478;314;1580;917;9
55066;Bovée-sur-Barboure;55;574;331;2165;1115;9
55067;Boviolles;55;521;324;2180;1121;9
55068;Brabant-en-Argonne;55;442;317;1429;865;9
55069;Brabant-le-Roi;55;421;310;1672;948;9
55070;Brabant-sur-Meuse;55;536;317;2059;1079;9
55071;Brandeville;55;545;321;1719;964;9
55072;Braquis;55;622;317;1560;910;9
55073;Bras-sur-Meuse;55;528;316;1907;1028;9
55075;Brauvilliers;55;417;328;2514;1234;9
55076;Bréhéville;55;557;321;1928;1035;9
55077;Breux;55;639;317;2115;1098;9
55078;Brieulles-sur-Meuse;55;512;314;1762;979;9
55079;Brillon-en-Barrois;55;397;322;2025;1068;9
55080;Brixey-aux-Chanoines;55;737;334;2157;1113;9
55081;Brizeaux;55;410;313;1821;999;9
55082;Brocourt-en-Argonne;55;443;322;1430;866;9
55083;Brouennes;55;545;313;1608;926;9
55084;Broussey-en-Blois;55;600;329;2256;1146;9
55085;Broussey-Raulecourt;55;667;321;1717;963;9
55087;Bure;55;506;334;2548;1245;9
55088;Burey-en-Vaux;55;680;323;2401;1196;9
55089;Burey-la-Côte;55;700;323;2258;1147;9
55093;Buxières-sous-les-Côtes;55;684;325;1861;1012;9
55094;Buzy-Darmont;55;763;317;1766;980;9
55095;Cesse;55;489;313;1558;909;9
55096;Chaillon;55;666;324;1888;1021;9
55097;Chalaines;55;715;323;2168;1116;9
55099;Champneuville;55;527;315;1882;1019;9
55100;Champougny;55;755;323;2466;1217;9
55101;Chardogne;55;401;319;2095;1092;9
55102;Charny-sur-Meuse;55;519;316;1806;993;9
55103;Charpentry;55;471;311;1765;980;9
55104;Chassey-Beaupré;55;551;336;2090;1090;9
55105;Châtillon-sous-les-Côtes;55;553;322;1588;920;9
55106;Chattancourt;55;514;316;1852;1009;9
55107;Chaumont-devant-Damvillers;55;569;320;1712;962;9
55108;Chaumont-sur-Aire;55;446;324;1603;925;9
55109;Chauvency-le-Château;55;593;314;1522;897;9
55110;Chauvency-Saint-Hubert;55;589;315;1745;973;9
55111;Chauvoncourt;55;594;319;2563;1250;9
55113;Cheppy;55;483;311;1661;944;9
55114;Chonville-Malaumont;55;519;323;2289;1157;9
55115;Cierges-sous-Montfaucon;55;464;318;1753;976;9
55116;Le Claon;55;433;311;1719;964;9
55117;Clermont-en-Argonne;55;446;320;1306;824;9
55118;Cléry-le-Grand;55;469;314;1922;1033;9
55119;Cléry-le-Petit;55;501;314;2030;1070;9
55120;Combles-en-Barrois;55;401;321;2811;1335;9
55121;Combres-sous-les-Côtes;55;602;323;1607;926;9
55122;Commercy;55;612;321;2150;1110;9
55123;Les Hauts-de-Chée;55;424;318;2080;1087;9
55124;Consenvoye;55;533;314;2370;1185;9
55125;Contrisson;55;418;309;1349;838;9
55127;Courcelles-en-Barrois;55;490;332;2097;1092;9
55128;Courcelles-sur-Aire;55;438;321;1678;950;9
55129;Courouvre;55;475;331;1973;1050;9
55132;Cousances-les-Forges;55;399;313;2660;1284;9
55133;Couvertpuis;55;478;324;2549;1246;9
55134;Couvonges;55;412;311;1999;1059;9
55137;Cuisy;55;475;322;1658;943;9
55138;Culey;55;447;329;2173;1118;9
55139;Cumières-le-Mort-Homme;55;521;321;1928;1035;9
55140;Cunel;55;466;324;1915;1031;9
55141;Dagonville;55;478;329;2146;1109;9
55142;Dainville-Bertheléville;55;600;336;3654;1621;9
55143;Damloup;55;552;322;1688;953;9
55144;Dammarie-sur-Saulx;55;455;322;2593;1261;9
55145;Damvillers;55;583;317;1392;853;9
55146;Dannevoux;55;528;315;2115;1098;9
55148;Delouze-Rosières;55;609;332;2291;1158;9
55149;Delut;55;610;316;1773;982;9
55150;Demange-Baudignécourt;55;572;326;2247;1143;9
55153;Dieppe-sous-Douaumont;55;580;320;1682;952;46
55154;Dieue-sur-Meuse;55;513;317;2008;1062;9
55155;Dombasle-en-Argonne;55;453;318;1186;783;9
55156;Dombras;55;608;317;1725;966;9
55157;Dommartin-la-Montagne;55;598;329;1713;962;9
55158;Dommary-Baroncourt;55;745;321;1350;839;46
55159;Dompcevrin;55;550;318;2358;1181;9
55160;Dompierre-aux-Bois;55;603;325;1985;1054;9
55162;Domremy-la-Canne;55;727;321;1441;870;46
55163;Doncourt-aux-Templiers;55;718;318;1669;947;9
55165;Doulcon;55;496;314;1966;1048;9
55166;Dugny-sur-Meuse;55;508;316;1791;988;9
55167;Dun-sur-Meuse;55;502;313;2038;1072;9
55168;Duzey;55;709;319;1941;1039;46
55169;Écouviez;55;642;316;1813;996;46
55170;Écurey-en-Verdunois;55;546;318;1811;995;9
55171;Eix;55;550;322;1688;953;9
55172;Les Éparges;55;583;325;1611;927;9
55173;Épiez-sur-Meuse;55;662;329;2476;1221;9
55174;Épinonville;55;471;321;1692;955;9
55175;Érize-la-Brûlée;55;441;327;1934;1037;9
55177;Érize-la-Petite;55;437;322;1730;968;9
55178;Érize-Saint-Dizier;55;441;331;2049;1076;9
55179;Erneville-aux-Bois;55;501;330;2525;1238;9
55180;Esnes-en-Argonne;55;472;320;1652;941;9
55181;Étain;55;658;317;1374;847;46
55182;Éton;55;711;322;1448;872;46
55183;Étraye;55;546;322;1673;948;9
55184;Euville;55;679;322;1648;940;9
55185;Èvres;55;417;317;1900;1025;9
55186;Fains-Véel;55;423;313;2371;1185;9
55188;Flassigny;55;626;323;1715;962;46
55189;Fleury-devant-Douaumont;55;523;335;1699;957;9
55191;Foameix-Ornel;55;641;317;1553;908;46
55192;Fontaines-Saint-Clair;55;505;317;1930;1036;9
55193;Forges-sur-Meuse;55;529;315;2039;1073;9
55194;Foucaucourt-sur-Thabas;55;414;313;2065;1081;9
55195;Fouchères-aux-Bois;55;433;327;2703;1298;9
55196;Frémeréville-sous-les-Côtes;55;615;323;1766;980;9
55197;Fresnes-au-Mont;55;523;323;2128;1103;9
55198;Fresnes-en-Woëvre;55;637;319;1514;894;9
55199;Froidos;55;425;316;1771;981;9
55200;Fromeréville-les-Vallons;55;471;324;1372;846;9
55201;Fromezey;55;596;316;1589;920;46
55202;Futeau;55;412;314;1511;893;9
55204;Génicourt-sur-Meuse;55;513;319;1840;1005;9
55206;Gercourt-et-Drillancourt;55;491;315;1986;1055;9
55207;Géry;55;443;329;2138;1106;9
55208;Gesnes-en-Argonne;55;460;314;1812;996;9
55210;Gimécourt;55;483;326;1912;1029;9
55211;Gincrey;55;625;317;1626;932;46
55212;Girauvoisin;55;592;324;1863;1013;9
55214;Givrauval;55;462;321;1689;954;9
55215;Gondrecourt-le-Château;55;621;328;1964;1047;9
55216;Gouraincourt;55;719;323;1532;900;46
55217;Goussaincourt;55;723;324;2067;1082;9
55218;Gremilly;55;615;321;1591;920;46
55219;Grimaucourt-en-Woëvre;55;581;318;1596;922;9
55220;Grimaucourt-près-Sampigny;55;492;320;2144;1108;9
55221;Guerpont;55;450;317;2230;1138;9
55222;Gussainville;55;670;317;1625;932;9
55224;Haironville;55;392;317;2240;1141;9
55225;Halles-sous-les-Côtes;55;472;316;1506;892;9
55226;Han-lès-Juvigny;55;571;314;1765;979;9
55228;Hannonville-sous-les-Côtes;55;683;321;1560;910;9
55229;Han-sur-Meuse;55;579;320;2101;1094;9
55232;Harville;55;758;318;1637;936;9
55236;Haudainville;55;516;317;1811;995;9
55237;Haudiomont;55;604;324;1263;809;9
55239;Haumont-près-Samogneux;55;532;332;1896;1024;9
55241;Heippes;55;451;326;1770;981;9
55242;Hennemont;55;692;319;1598;923;9
55243;Herbeuville;55;625;323;1601;924;9
55244;Herméville-en-Woëvre;55;624;317;1521;897;9
55245;Heudicourt-sous-les-Côtes;55;684;321;1738;970;9
55246;Hévilliers;55;489;329;2402;1196;9
55247;Horville-en-Ornois;55;559;333;2354;1180;9
55248;Houdelaincourt;55;568;328;2094;1091;9
55250;Inor;55;533;314;1781;985;9
55251;Ippécourt;55;436;324;1706;960;9
55252;Iré-le-Sec;55;603;320;1811;995;9
55253;Les Islettes;55;425;313;1422;863;9
55254;Les Trois-Domaines;55;450;325;1789;988;9
55255;Jametz;55;602;316;2057;1079;9
55256;Jonville-en-Woëvre;55;788;322;1647;939;9
55257;Jouy-en-Argonne;55;453;323;1380;849;9
55258;Geville;55;694;325;1394;854;9
55260;Julvécourt;55;435;321;1679;950;9
55261;Juvigny-en-Perthois;55;417;327;2532;1240;9
55262;Juvigny-sur-Loison;55;581;315;1805;993;9
55263;Kœur-la-Grande;55;558;320;1982;1053;9
55264;Kœur-la-Petite;55;548;319;1925;1034;9
55265;Labeuville;55;807;317;1630;934;9
55266;Lachalade;55;453;311;1586;919;9
55267;Lachaussée;55;819;318;1682;951;46
55268;Lacroix-sur-Meuse;55;599;318;2198;1127;9
55269;Lahaymeix;55;521;325;2229;1137;9
55270;Lahayville;55;702;319;1583;918;9
55271;Laheycourt;55;427;312;1544;904;9
55272;Laimont;55;424;314;2171;1117;9
55274;Lamorville;55;639;322;2308;1164;9
55275;Lamouilly;55;544;313;1769;981;9
55276;Landrecourt-Lempire;55;467;319;1708;960;9
55278;Laneuville-au-Rupt;55;606;320;2047;1075;9
55279;Laneuville-sur-Meuse;55;484;313;1382;850;9
55280;Lanhères;55;723;318;1569;913;46
55281;Latour-en-Woëvre;55;833;317;1602;924;9
55282;Lavallée;55;457;329;2068;1082;9
55284;Lavincourt;55;400;314;2517;1235;9
55285;Lavoye;55;429;317;1752;975;9
55286;Lemmes;55;456;325;1512;894;9
55288;Lérouville;55;532;320;2200;1127;9
55289;Levoncourt;55;462;327;2026;1068;9
55290;Lignières-sur-Aire;55;475;332;2084;1088;9
55291;Ligny-en-Barrois;55;446;319;1898;1025;9
55292;Liny-devant-Dun;55;510;314;1934;1037;9
55293;Lion-devant-Dun;55;522;314;1853;1009;9
55295;Lisle-en-Barrois;55;411;319;1923;1033;9
55296;L'Isle-en-Rigault;55;381;313;2174;1118;9
55297;Lissey;55;562;321;1868;1014;9
55298;Loisey;55;447;321;2173;1118;9
55299;Loison;55;688;320;1711;961;46
55300;Longeaux;55;461;322;1994;1057;9
55301;Longchamps-sur-Aire;55;464;322;1857;1011;9
55302;Longeville-en-Barrois;55;447;316;2259;1147;9
55303;Loupmont;55;636;325;1743;972;9
55304;Louppy-le-Château;55;427;315;1974;1051;9
55306;Louppy-sur-Loison;55;579;316;1880;1019;9
55307;Louvemont-Côte-du-Poivre;55;526;330;1818;998;9
55310;Luzy-Saint-Martin;55;496;312;1664;945;9
55311;Maizeray;55;722;318;1626;932;9
55312;Maizey;55;594;318;2344;1176;9
55313;Malancourt;55;471;319;1637;936;9
55315;Mandres-en-Barrois;55;532;338;2104;1095;9
55316;Mangiennes;55;664;318;1966;1048;46
55317;Manheulles;55;618;321;1453;873;9
55320;Marchéville-en-Woëvre;55;702;318;1608;926;9
55321;Marre;55;480;315;1833;1003;9
55322;Marson-sur-Barboure;55;533;327;2234;1139;9
55323;Martincourt-sur-Meuse;55;529;315;1691;955;9
55324;Marville;55;631;320;1542;904;46
55325;Maucourt-sur-Orne;55;597;321;1671;948;46
55326;Maulan;55;420;327;2339;1174;9
55327;Mauvages;55;618;328;2434;1207;9
55328;Maxey-sur-Vaise;55;726;324;2450;1212;9
55329;Mécrin;55;549;319;1934;1037;9
55330;Méligny-le-Grand;55;557;333;2368;1184;9
55331;Méligny-le-Petit;55;545;333;2277;1153;9
55332;Menaucourt;55;494;321;1982;1053;9
55333;Ménil-aux-Bois;55;486;321;2125;1102;9
55334;Ménil-la-Horgne;55;587;333;2742;1311;9
55335;Ménil-sur-Saulx;55;425;321;2784;1326;9
55336;Merles-sur-Loison;55;617;317;1731;968;9
55338;Milly-sur-Bradon;55;515;313;2005;1061;9
55339;Mogeville;55;599;319;1666;946;46
55340;Mognéville;55;416;310;1806;993;9
55341;Moirey-Flabas-Crépion;55;550;321;1855;1010;9
55343;Montblainville;55;471;311;1819;998;9
55344;Montbras;55;752;324;2449;1212;9
55345;Mont-devant-Sassey;55;481;316;1838;1004;9
55346;Montfaucon-d'Argonne;55;470;317;1408;858;9
55347;Les Monthairons;55;509;317;1918;1031;9
55348;Montiers-sur-Saulx;55;475;326;2748;1314;9
55349;Montigny-devant-Sassey;55;474;314;1660;944;9
55350;Montigny-lès-Vaucouleurs;55;646;328;2369;1185;9
55351;Montmédy;55;641;316;1839;1005;9
55352;Montplonne;55;411;319;2424;1203;9
55353;Montsec;55;682;327;1681;951;9
55355;Montzéville;55;469;322;1590;920;9
55356;Moranville;55;575;318;1611;927;9
55357;Morgemoulin;55;599;317;1605;925;46
55358;Chanteraine;55;497;326;2090;1090;9
55359;Morley;55;453;323;2628;1273;9
