﻿code_insee;nom_commune;code_departement;dose_rayonnements_telluriques;dose_rayonnements_cosmiques;dose_radon_maison_individuelle;dose_radon_habitat_collectif;dose_depots_essais_atmospheriques_et_tchernobyl
09034;Balacet;09;879;456;4317;1846;9
09035;Balaguères;09;869;355;3235;1479;9
09037;Barjac;09;860;354;3056;1418;9
09038;La Bastide-de-Besplas;09;882;321;2721;1304;9
09039;La Bastide-de-Bousignac;09;739;334;2206;1129;9
09040;La Bastide-de-Lordat;09;874;329;2015;1064;9
09041;La Bastide-du-Salat;09;857;332;3309;1504;9
09042;La Bastide-de-Sérou;09;833;345;2984;1394;9
09043;La Bastide-sur-l'Hers;09;754;349;2219;1134;9
09044;Baulou;09;854;359;3136;1445;9
09045;Bédeilhac-et-Aynat;09;869;387;4399;1874;9
09046;Bédeille;09;863;350;3145;1448;9
09047;Bélesta;09;770;360;2144;1108;9
09048;Belloc;09;708;350;1935;1037;9
09049;Bénac;09;933;381;3745;1652;9
09050;Benagues;09;923;333;2401;1195;9
09051;Bénaix;09;830;383;2442;1209;9
09052;Besset;09;775;329;1968;1049;9
09053;Bestiac;09;1029;439;4062;1760;9
09054;Betchat;09;861;347;3037;1412;9
09055;Bethmale;09;988;410;3581;1596;9
09056;Bézac;09;897;326;2298;1161;9
09057;Biert;09;1017;391;4059;1759;9
09058;Bompas;09;856;360;4033;1750;9
09059;Bonac-Irazein;09;1075;410;4355;1859;9
09060;Bonnac;09;892;323;2797;1330;9
09061;Les Bordes-sur-Arize;09;829;324;2690;1294;9
09062;Bordes-Uchentein;09;980;372;4152;1790;9
09063;Le Bosc;09;856;391;4647;1958;9
09064;Bouan;09;884;367;4137;1785;9
09065;Boussenac;09;946;391;4505;1910;9
09066;Brassac;09;939;393;3759;1657;9
09067;Brie;09;861;324;1969;1049;9
09068;Burret;09;847;398;4092;1770;9
09069;Buzan;09;875;407;3746;1652;9
09070;Les Cabannes;09;887;367;4916;2050;9
09071;Cadarcet;09;839;365;3292;1498;9
09072;Calzan;09;830;337;2282;1155;9
09073;Camarade;09;845;356;3454;1553;9
09074;Camon;09;683;335;1744;972;9
09075;Campagne-sur-Arize;09;839;323;2575;1255;9
09076;Canté;09;891;320;1491;886;9
09077;Capoulet-et-Junac;09;871;378;4121;1780;9
09078;Carcanières;09;957;530;3401;1535;9
09079;Carla-Bayle;09;829;344;2529;1239;9
09080;Carla-de-Roquefort;09;819;345;2455;1214;9
09081;Le Carlaret;09;897;331;2030;1070;9
09082;Castelnau-Durban;09;833;344;3765;1659;9
09083;Castéras;09;806;342;2574;1254;9
09084;Castex;09;834;339;2649;1280;9
09085;Castillon-en-Couserans;09;862;373;4326;1849;9
09086;Caumont;09;864;338;3261;1488;9
09087;Caussou;09;917;475;3840;1684;9
09088;Caychax;09;884;456;4222;1814;9
09089;Cazals-des-Baylès;09;717;336;1748;974;9
09090;Cazaux;09;843;347;2864;1353;9
09091;Cazavet;09;863;350;3625;1611;9
09092;Cazenave-Serres-et-Allens;09;871;440;3464;1556;9
09093;Celles;09;885;359;3454;1553;9
09094;Cérizols;09;834;343;3329;1511;9
09095;Cescau;09;868;372;3875;1696;9
09096;Château-Verdun;09;886;369;4834;2022;9
09097;Clermont;09;836;337;3662;1624;9
09098;Contrazy;09;850;372;3269;1490;9
09099;Cos;09;927;345;3337;1513;9
09100;Couflens;09;1067;402;3897;1704;9
09101;Coussa;09;903;337;2111;1097;9
09102;Coutens;09;794;328;1998;1059;9
09103;Crampagna;09;889;339;2563;1250;9
09104;Dalou;09;909;337;2413;1200;9
09105;Daumazan-sur-Arize;09;867;322;2740;1311;9
09106;Dreuilhe;09;768;359;2492;1226;9
09107;Dun;09;816;333;2434;1207;9
09108;Durban-sur-Arize;09;790;338;3456;1554;9
09109;Durfort;09;846;334;2120;1100;9
09110;Encourtiech;09;844;369;3365;1523;9
09111;Engomer;09;864;354;3446;1550;9
09113;Ercé;09;965;383;3307;1503;9
09114;Erp;09;921;384;3709;1640;9
09115;Esclagne;09;765;359;2511;1233;9
09116;Escosse;09;897;327;2231;1138;9
09117;Esplas;09;852;346;2165;1115;9
09118;Esplas-de-Sérou;09;995;394;3363;1522;9
09119;Eycheil;09;844;345;3065;1421;9
09120;Fabas;09;841;346;3312;1505;9
09121;Ferrières-sur-Ariège;09;894;350;3180;1460;9
09122;Foix;09;934;342;3159;1453;9
09123;Fornex;09;884;326;2737;1310;9
09124;Le Fossat;09;850;321;2421;1202;9
09125;Fougax-et-Barrineuf;09;814;369;2400;1195;9
09126;Freychenet;09;877;426;3174;1458;9
09127;Gabre;09;807;340;2746;1313;9
09128;Gajan;09;871;352;2916;1370;9
09129;Galey;09;880;427;3798;1670;9
09130;Ganac;09;936;373;3618;1609;9
09131;Garanou;09;905;380;4293;1838;9
09132;Gaudiès;09;848;322;2151;1111;9
09133;Génat;09;831;462;4192;1804;9
09134;Gestiès;09;1062;471;4481;1902;9
09136;Gourbit;09;865;431;4396;1873;9
09137;Gudas;09;854;346;2450;1212;9
09138;L'Herm;09;872;346;2720;1304;9
09139;L'Hospitalet-près-l'Andorre;09;1064;639;4160;1793;9
09140;Ignaux;09;1054;396;3598;1602;9
09141;Illartein;09;877;374;3772;1661;9
09142;Ilhat;09;805;355;2525;1238;9
09143;Illier-et-Laramade;09;874;506;4275;1832;9
09145;Les Issards;09;876;332;2060;1080;9
09146;Justiniac;09;854;335;2015;1064;9
09147;Labatut;09;890;324;1737;970;9
09148;Lacave;09;857;332;3583;1597;9
09149;Lacourt;09;916;503;3594;1601;9
09150;Lagarde;09;715;340;1698;957;9
09151;Lanoux;09;815;339;2524;1237;9
09152;Lapège;09;870;473;4157;1792;9
09153;Lapenne;09;849;326;1822;999;9
09154;Larbont;09;816;383;3373;1526;9
09155;Larcat;09;1048;439;4630;1952;9
09156;Larnat;09;883;453;4110;1776;9
09157;Laroque-d'Olmes;09;784;352;2637;1276;9
09158;Lasserre;09;829;320;2994;1397;9
09159;Lassur;09;1012;380;4283;1835;9
09160;Lavelanet;09;796;362;2468;1218;9
09161;Léran;09;761;342;2229;1137;9
09162;Lercoul;09;1070;515;4557;1928;9
09163;Lescousse;09;851;340;2309;1164;9
09164;Lescure;09;843;360;3358;1521;9
09165;Lesparrou;09;754;355;2247;1143;9
09166;Leychert;09;841;383;2807;1333;9
09167;Lézat-sur-Lèze;09;891;318;1980;1053;9
09168;Lieurac;09;797;338;2405;1197;9
09169;Limbrassac;09;769;343;2273;1152;9
09170;Lissac;09;894;319;1891;1022;9
09171;Lordat;09;1026;447;4147;1788;9
09172;Loubaut;09;855;339;2622;1271;9
09173;Loubens;09;874;338;2921;1372;9
09174;Loubières;09;878;338;2678;1290;9
09175;Ludiès;09;877;332;2031;1070;9
09176;Luzenac;09;1060;381;4322;1848;9
09177;Madière;09;884;341;2457;1215;9
09178;Malegoude;09;696;334;1711;961;9
09179;Malléon;09;849;344;2289;1158;9
09180;Manses;09;810;330;1874;1017;9
09181;Le Mas-d'Azil;09;817;327;2857;1350;9
09182;Massat;09;1024;391;4599;1942;9
09183;Mauvezin-de-Prat;09;827;334;3679;1629;9
09184;Mauvezin-de-Sainte-Croix;09;846;366;3286;1496;9
09185;Mazères;09;854;321;1671;948;9
09186;Méras;09;847;342;2591;1260;9
09187;Mercenac;09;861;341;3295;1499;9
09188;Mercus-Garrabet;09;1000;358;4104;1774;9
09189;Mérens-les-Vals;09;1054;497;6277;2512;9
09190;Mérigon;09;825;336;2967;1388;9
09192;Miglos;09;1054;417;4129;1782;9
09193;Mijanès;09;1046;693;3579;1596;9
09194;Mirepoix;09;796;329;1856;1010;9
09195;Monesple;09;829;332;2522;1236;9
09196;Montagagne;09;833;417;3617;1609;9
09197;Montaillou;09;885;575;2787;1327;9
09198;Montardit;09;856;352;3112;1437;9
09199;Montaut;09;883;329;2055;1078;9
09200;Montbel;09;717;347;1695;956;9
09201;Montégut-en-Couserans;09;858;367;3282;1495;9
09202;Montégut-Plantaurel;09;878;333;2720;1304;9
09203;Montels;09;804;350;3386;1530;9
09204;Montesquieu-Avantès;09;848;363;3074;1424;9
09205;Montfa;09;816;323;3141;1447;9
09206;Montferrier;09;1008;397;2697;1296;9
09207;Montgaillard;09;923;349;3201;1467;9
09208;Montgauch;09;863;359;3318;1507;9
09209;Montjoie-en-Couserans;09;858;352;2732;1308;9
09210;Montoulieu;09;944;385;4167;1795;9
09211;Montségur;09;1020;458;2884;1360;9
09212;Montseron;09;831;357;3591;1600;9
09213;Moulin-Neuf;09;715;332;1758;977;9
09214;Moulis;09;863;350;3634;1614;9
09215;Nalzen;09;866;387;2842;1345;9
09216;Nescus;09;815;344;3384;1529;9
09217;Niaux;09;839;369;4147;1789;9
09218;Orgeix;09;1024;484;3845;1686;9
09219;Orgibet;09;883;390;3790;1667;9
09220;Orlu;09;1026;439;3746;1652;9
09221;Ornolac-Ussat-les-Bains;09;867;363;4002;1739;9
09222;Orus;09;872;409;4228;1816;9
09223;Oust;09;955;360;3291;1498;9
09224;Pailhès;09;829;327;2466;1218;9
09225;Pamiers;09;952;327;2001;1060;9
09226;Pech;09;1049;539;5073;2103;9
09227;Péreille;09;797;391;2574;1254;9
09228;Perles-et-Castelet;09;1065;399;4481;1902;9
09229;Le Peyrat;09;742;348;2143;1108;9
09230;Le Pla;09;978;349;3481;1562;9
09231;Le Port;09;1020;404;5426;2223;9
09232;Prades;09;910;565;2797;1330;9
09233;Pradettes;09;777;363;2428;1205;9
09234;Pradières;09;875;344;2854;1349;9
09235;Prat-Bonrepaux;09;862;334;4241;1820;9
09236;Prayols;09;950;348;3680;1630;9
09237;Le Puch;09;951;536;3412;1539;9
09238;Les Pujols;09;894;331;2064;1081;9
09239;Quérigut;09;969;552;3609;1606;9
09240;Quié;09;851;361;4172;1797;9
09241;Rabat-les-Trois-Seigneurs;09;869;382;4606;1944;9
09242;Raissac;09;790;378;2570;1253;9
09243;Régat;09;767;351;2353;1179;9
09244;Rieucros;09;889;332;1974;1050;9
09245;Rieux-de-Pelleport;09;918;333;2601;1263;9
09246;Rimont;09;997;363;2973;1390;9
09247;Rivèrenert;09;999;363;3586;1598;9
09249;Roquefixade;09;828;415;2744;1312;9
09250;Roquefort-les-Cascades;09;825;351;2574;1254;9
09251;Roumengoux;09;719;331;1758;977;9
09252;Rouze;09;949;474;3404;1536;9
09253;Sabarat;09;806;325;2698;1296;9
09254;Saint-Amadou;09;888;326;2025;1068;9
09255;Saint-Amans;09;856;339;2282;1155;9
09256;Saint-Bauzeil;09;902;350;2498;1228;9
09257;Sainte-Croix-Volvestre;09;844;329;2257;1147;9
09258;Saint-Félix-de-Rieutord;09;903;338;2011;1063;9
09259;Saint-Félix-de-Tournegat;09;858;331;1869;1015;9
09260;Sainte-Foi;09;705;339;1731;968;9
09261;Saint-Girons;09;844;342;2556;1248;9
09262;Saint-Jean-d'Aigues-Vives;09;772;369;2326;1170;9
09263;Saint-Jean-du-Castillonnais;09;877;759;3794;1669;9
09264;Saint-Jean-de-Verges;09;905;337;2531;1240;9
09265;Saint-Jean-du-Falga;09;932;332;2303;1162;9
09266;Saint-Julien-de-Gras-Capou;09;746;337;2179;1120;9
09267;Saint-Lary;09;1063;399;3784;1665;9
09268;Saint-Lizier;09;866;350;2564;1251;9
09269;Saint-Martin-de-Caralp;09;928;386;3374;1526;9
09270;Saint-Martin-d'Oydes;09;848;326;2288;1157;9
09271;Saint-Michel;09;848;343;2361;1182;9
09272;Saint-Paul-de-Jarrat;09;892;355;4005;1740;9
09273;Saint-Pierre-de-Rivière;09;928;351;3588;1599;9
09274;Saint-Quentin-la-Tour;09;733;338;2064;1081;9
09275;Saint-Quirc;09;900;319;2075;1085;9
09276;Saint-Victor-Rouzaud;09;894;341;2421;1202;9
09277;Saint-Ybars;09;879;327;2494;1227;9
09279;Salsein;09;877;406;4141;1786;9
09280;Saurat;09;945;395;4349;1857;9
09281;Sautel;09;788;343;2455;1214;9
09282;Saverdun;09;895;320;1449;872;9
09283;Savignac-les-Ormeaux;09;1045;396;3751;1654;9
09284;Ségura;09;887;353;2199;1127;9
09285;Seix;09;1081;363;2891;1362;9
09287;Senconac;09;880;463;4183;1801;9
09289;Lorp-Sentaraille;09;881;341;2869;1354;9
09290;Sentein;09;1091;409;4464;1896;9
09291;Sentenac-d'Oust;09;939;410;3370;1525;9
09292;Sentenac-de-Sérou;09;849;396;3507;1571;9
09293;Serres-sur-Arget;09;932;368;3678;1629;9
09294;Sieuras;09;838;334;2529;1239;9
09295;Siguer;09;1062;412;4552;1926;9
09296;Aulos-Sinsat;09;868;362;4342;1855;9
09297;Sor;09;834;389;4066;1761;9
09298;Sorgeat;09;1052;496;3574;1594;9
09299;Soueix-Rogalle;09;926;359;3614;1608;9
09300;Soula;09;864;388;3006;1401;9
09301;Soulan;09;930;386;3963;1726;9
09303;Surba;09;829;368;4510;1912;9
09304;Suzan;09;786;345;3025;1407;9
09305;Tabre;09;758;357;2450;1212;9
09306;Tarascon-sur-Ariège;09;856;356;4074;1764;9
09307;Taurignan-Castet;09;862;338;3211;1471;9
09308;Taurignan-Vieux;09;863;339;3049;1416;9
09309;Teilhet;09;855;325;1939;1039;9
09310;Thouars-sur-Arize;09;886;321;2714;1302;9
09311;Tignac;09;1062;380;4405;1876;9
09312;La Tour-du-Crieu;09;939;331;2125;1102;9
09313;Tourtouse;09;832;338;3098;1432;9
09314;Tourtrol;09;837;329;2055;1078;9
09315;Trémoulet;09;856;324;2012;1063;9
09316;Troye-d'Ariège;09;730;343;2162;1114;9
09318;Unac;09;915;397;4349;1857;9
09319;Unzent;09;856;337;2203;1128;9
09320;Urs;09;893;375;4255;1825;9
09321;Ussat;09;840;374;3981;1732;9
09322;Ustou;09;1064;413;3812;1675;9
09323;Vals;09;868;325;1963;1047;9
09324;Varilhes;09;926;331;2492;1226;9
09325;Vaychis;09;1061;446;4183;1801;9
09326;Vèbre;09;1055;380;4348;1857;9
09327;Ventenac;09;834;351;2440;1209;9
09328;Verdun;09;887;369;4904;2045;9
09329;Vernajoul;09;874;345;2891;1362;9
09330;Vernaux;09;1042;416;4174;1798;9
09331;Le Vernet;09;880;328;2207;1130;9
09332;Verniolle;09;941;332;2245;1142;9
09334;Val-de-Sos;09;903;403;4174;1798;9
09335;Villeneuve;09;870;378;3753;1655;9
09336;Villeneuve-d'Olmes;09;814;380;2471;1219;9
09338;Villeneuve-du-Latou;09;843;321;2134;1105;9
09339;Villeneuve-du-Paréage;09;891;326;2175;1119;9
09340;Vira;09;851;331;2202;1128;9
09341;Viviès;09;835;337;2113;1098;9
09342;Sainte-Suzanne;09;861;321;2408;1198;9
10002;Ailleville;10;417;313;1352;839;9
10003;Aix-Villemaur-Pâlis;10;489;309;1059;740;9
10004;Allibaudières;10;423;305;902;686;9
10005;Amance;10;399;312;909;689;9
10006;Arcis-sur-Aube;10;426;305;604;585;9
10007;Arconville;10;427;329;1623;931;9
10008;Argançon;10;412;312;1135;766;9
10009;Arrelles;10;441;316;1085;749;46
10010;Arrembécourt;10;387;308;965;708;9
10011;Arrentières;10;421;319;1592;921;9
10012;Arsonval;10;413;311;1287;817;9
10013;Assenay;10;402;318;854;670;9
10014;Assencières;10;395;311;714;623;9
10015;Aubeterre;10;386;308;743;632;9
10017;Aulnay;10;381;306;772;642;9
10018;Auxon;10;473;311;1109;757;9
10019;Val-d'Auzon;10;398;307;906;688;9
10020;Avant-lès-Marcilly;10;426;306;1168;777;9
10021;Avant-lès-Ramerupt;10;387;307;729;628;9
10022;Avirey-Lingey;10;439;316;1081;747;46
10023;Avon-la-Pèze;10;436;309;1060;740;9
10024;Avreuil;10;460;309;1042;734;9
10025;Bagneux-la-Fosse;10;441;319;1082;748;46
10026;Bailly-le-Franc;10;428;308;1062;741;9
10027;Balignicourt;10;374;307;873;677;9
10028;Balnot-la-Grange;10;439;321;1188;784;9
10029;Balnot-sur-Laignes;10;441;314;1011;724;46
10030;Barberey-Saint-Sulpice;10;408;306;682;612;9
10031;Barbuise;10;424;303;1238;801;9
10032;Baroville;10;428;318;1860;1012;9
10033;Bar-sur-Aube;10;453;313;1322;829;9
10034;Bar-sur-Seine;10;513;314;767;641;9
10035;Bayel;10;457;315;1909;1028;9
10037;Bercenay-en-Othe;10;452;313;1143;768;9
10038;Bercenay-le-Hayer;10;424;307;1135;766;9
10039;Bergères;10;422;322;1459;876;9
10040;Bernon;10;454;310;1178;780;9
10041;Bertignolles;10;422;319;988;716;9
10042;Bérulle;10;514;310;1255;806;9
10043;Bessy;10;422;304;884;680;9
10044;Bétignicourt;10;411;307;784;647;9
10045;Beurey;10;427;321;726;627;9
10046;Blaincourt-sur-Aube;10;417;308;810;655;9
10047;Blignicourt;10;420;307;850;669;9
10048;Bligny;10;421;318;1232;799;9
10049;Les Bordes-Aumont;10;423;309;812;656;9
10050;Bossancourt;10;437;311;1094;752;9
10051;Bouilly;10;436;312;846;668;9
10052;Boulages;10;437;304;816;657;9
10053;Bouranton;10;396;308;879;679;9
10054;Bourdenay;10;425;305;1140;767;9
10055;Bourguignons;10;479;310;843;666;9
10056;Bouy-Luxembourg;10;397;309;727;627;9
10057;Bouy-sur-Orvin;10;427;304;1282;815;9
10058;Bragelogne-Beauvoir;10;446;322;1002;721;9
10059;Braux;10;380;308;841;666;9
10060;Bréviandes;10;423;307;938;699;9
10061;Brévonnes;10;393;307;810;655;9
10062;Briel-sur-Barse;10;414;312;891;683;9
10063;Brienne-la-Vieille;10;421;308;893;683;9
10064;Brienne-le-Château;10;423;308;1012;724;9
10065;Brillecourt;10;419;306;770;642;9
10066;Bucey-en-Othe;10;442;311;963;707;9
10067;Buchères;10;426;307;843;666;9
10068;Buxeuil;10;470;312;929;696;9
10069;Buxières-sur-Arce;10;440;315;930;696;9
10070;Celles-sur-Ource;10;479;313;804;653;9
10071;Chacenay;10;418;323;1028;729;9
10072;La Chaise;10;400;310;1107;756;9
10073;Chalette-sur-Voire;10;410;306;751;635;9
10074;Chamoy;10;461;311;943;700;9
10075;Champfleury;10;395;307;818;658;9
10076;Champignol-lez-Mondeville;10;427;318;1535;902;9
10077;Champigny-sur-Aube;10;425;304;865;674;9
10078;Champ-sur-Barse;10;407;310;745;633;9
10079;Channes;10;453;330;1207;790;9
10080;Chaource;10;442;311;1041;734;9
10081;La Chapelle-Saint-Luc;10;423;307;791;649;9
10082;Chapelle-Vallon;10;394;312;799;652;9
10083;Chappes;10;446;309;795;650;9
10084;Charmont-sous-Barbuise;10;396;309;698;617;9
10085;Charmoy;10;403;309;1146;769;9
10086;Charny-le-Bachot;10;429;304;976;711;9
10087;Chaserey;10;457;317;1292;819;9
10089;Châtres;10;432;304;913;690;9
10090;Chauchigny;10;438;305;742;632;9
10091;Chaudrey;10;413;305;775;643;9
10092;Chauffour-lès-Bailly;10;430;311;846;668;9
10093;Chaumesnil;10;423;310;891;683;9
10094;Chavanges;10;391;309;788;648;9
10095;Le Chêne;10;425;305;689;614;9
10096;Chennegy;10;465;315;1076;746;9
10097;Chervey;10;430;321;961;706;9
10098;Chesley;10;451;318;1254;806;9
10099;Chessy-les-Prés;10;487;309;1031;730;9
10100;Clérey;10;430;309;820;659;9
10101;Coclois;10;420;306;768;641;9
10102;Colombé-la-Fosse;10;418;320;1814;996;9
10103;Colombé-le-Sec;10;423;321;1852;1009;9
10104;Cormost;10;426;309;816;657;9
10105;Courcelles-sur-Voire;10;417;307;854;670;9
10106;Courceroy;10;415;302;1370;845;9
10107;Coursan-en-Othe;10;503;310;1380;849;9
10108;Courtaoult;10;491;309;1218;794;9
10109;Courtenot;10;463;311;846;668;9
10110;Courteranges;10;404;307;865;674;9
10111;Courteron;10;460;314;1105;755;9
10112;Coussegrey;10;464;317;1274;813;9
10113;Couvignon;10;424;318;1450;873;9
10114;Crancey;10;418;303;891;683;9
10115;Creney-près-Troyes;10;429;307;775;643;9
10116;Crésantignes;10;410;312;907;688;9
10117;Crespy-le-Neuf;10;425;308;897;685;9
10118;Les Croûtes;10;498;307;1330;832;9
10119;Cunfin;10;435;323;1667;946;9
10120;Cussangy;10;442;318;1122;761;9
10121;Dampierre;10;382;306;784;646;9
10122;Davrey;10;466;308;1028;729;9
10123;Dienville;10;423;308;681;611;9
10124;Dierrey-Saint-Julien;10;414;310;928;695;9
10125;Dierrey-Saint-Pierre;10;408;310;924;694;9
10126;Dolancourt;10;440;311;1155;772;9
10127;Dommartin-le-Coq;10;414;306;758;638;9
10128;Donnement;10;376;307;788;648;9
10129;Dosches;10;428;310;803;653;9
10130;Dosnon;10;416;307;779;645;9
10131;Droupt-Saint-Basle;10;440;304;875;677;9
10132;Droupt-Sainte-Marie;10;436;305;870;676;9
10133;Eaux-Puiseaux;10;484;317;1122;761;9
10134;Échemines;10;408;310;908;689;9
10135;Éclance;10;402;314;1128;763;9
10136;Éguilly-sous-Bois;10;422;319;990;716;9
10137;Engente;10;417;319;1653;942;9
10138;Épagne;10;411;308;800;652;9
10139;Épothémont;10;404;310;1203;789;9
10140;Ervy-le-Châtel;10;466;311;865;674;9
10141;Essoyes;10;423;314;1038;733;9
10142;Estissac;10;458;309;931;696;9
10143;Étourvy;10;455;317;1382;849;9
10144;Étrelles-sur-Aube;10;439;303;978;712;9
10145;Faux-Villecerf;10;426;312;690;615;9
10146;Fay-lès-Marcilly;10;435;309;1127;763;9
10147;Fays-la-Chapelle;10;410;313;897;685;9
10148;Ferreux-Quincey;10;393;305;981;713;9
10149;Feuges;10;389;312;737;630;9
10150;Fontaine;10;450;313;1590;920;9
10151;Fontaine-les-Grès;10;469;305;803;653;9
10153;Fontaine-Mâcon;10;387;304;1348;838;9
10154;Fontenay-de-Bossery;10;415;303;1351;839;9
10155;Fontette;10;425;330;1091;751;9
10156;Fontvannes;10;433;311;810;655;9
10157;La Fosse-Corduan;10;396;305;1038;733;9
10158;Fouchères;10;454;309;836;664;9
10159;Fralignes;10;441;319;817;658;9
10160;Fravaux;10;415;314;1259;808;9
10161;Fresnay;10;410;312;1642;938;9
10162;Fresnoy-le-Château;10;408;311;821;659;9
10163;Fuligny;10;402;322;1375;847;9
10164;Gélannes;10;418;303;1005;721;9
10165;Géraudot;10;433;309;693;615;9
10166;Les Grandes-Chapelles;10;397;307;933;697;9
10167;Grandville;10;417;306;750;635;9
10168;Les Granges;10;436;309;1041;734;9
10169;Gumery;10;429;304;1358;841;9
10170;Gyé-sur-Seine;10;461;313;1058;739;9
10171;Hampigny;10;429;307;768;641;9
10172;Herbisse;10;420;306;838;665;9
10173;Isle-Aumont;10;417;308;824;660;9
10174;Isle-Aubigny;10;420;306;758;638;9
10175;Jasseines;10;409;307;703;619;9
10176;Jaucourt;10;443;311;1237;800;9
10177;Javernant;10;442;319;921;693;9
10178;Jessains;10;428;310;1035;732;9
10179;Jeugny;10;417;310;871;676;9
10180;Joncreuil;10;392;309;900;686;9
10181;Jully-sur-Sarce;10;451;312;1023;728;46
10182;Juvancourt;10;438;317;1438;868;9
10183;Juvanzé;10;424;309;904;687;9
10184;Juzanvigny;10;426;308;944;701;9
10185;Lagesse;10;440;319;1111;757;9
10186;Laines-aux-Bois;10;424;310;921;693;9
10187;Landreville;10;434;315;1023;727;9
10188;Lantages;10;433;313;1011;724;46
10189;Lassicourt;10;415;307;815;657;9
10190;Laubressel;10;403;312;1038;733;9
10191;Lavau;10;423;306;767;641;9
10192;Lentilles;10;435;310;831;662;9
10193;Lesmont;10;413;307;686;613;9
10194;Lévigny;10;411;321;1434;867;9
10195;Lhuître;10;419;306;607;586;9
10196;Lignières;10;468;317;1134;765;9
10197;Lignol-le-Château;10;430;325;1898;1025;9
10198;Lirey;10;407;309;877;678;9
10199;Loches-sur-Ource;10;417;314;1059;740;9
10200;La Loge-aux-Chèvres;10;399;311;811;656;9
10201;La Loge-Pomblin;10;433;309;1036;732;9
10202;Les Loges-Margueron;10;427;310;982;714;9
10203;Longchamp-sur-Aujon;10;438;316;1832;1002;9
10204;Longeville-sur-Mogne;10;412;309;873;677;9
10205;Longpré-le-Sec;10;420;318;911;689;9
10206;Longsols;10;420;307;749;635;9
10207;Longueville-sur-Aube;10;431;304;1092;751;9
10208;La Louptière-Thénard;10;420;307;1503;891;9
10209;Lusigny-sur-Barse;10;437;308;879;679;9
10210;Luyères;10;401;310;625;592;9
10211;Macey;10;417;315;1129;764;9
10212;Machy;10;410;309;877;678;9
10213;Magnant;10;442;320;814;656;9
10214;Magnicourt;10;419;306;774;643;9
10215;Magny-Fouchard;10;411;318;926;695;9
10216;Mailly-le-Camp;10;405;309;848;668;9
10217;Maison-des-Champs;10;407;319;1023;728;9
10218;Maisons-lès-Chaource;10;438;321;1142;768;9
10219;Maisons-lès-Soulaines;10;413;326;1872;1016;9
10220;Maizières-la-Grande-Paroisse;10;430;304;966;708;9
10221;Maizières-lès-Brienne;10;427;308;904;687;9
10222;Maraye-en-Othe;10;491;318;1025;728;9
10223;Marcilly-le-Hayer;10;470;308;1087;749;9
10224;Marigny-le-Châtel;10;408;307;911;689;9
10225;Marnay-sur-Seine;10;416;302;1332;832;9
10226;Marolles-lès-Bailly;10;433;314;824;660;9
10227;Marolles-sous-Lignières;10;468;315;1640;937;9
10228;Mathaux;10;419;308;845;667;9
10229;Maupas;10;414;309;883;680;9
10230;Mergey;10;408;305;709;621;9
10231;Le Mériot;10;405;302;1450;873;9
10232;Merrey-sur-Arce;10;484;311;826;661;9
10233;Méry-sur-Seine;10;436;304;839;665;9
10234;Mesgrigny;10;436;304;871;676;9
10235;Mesnil-la-Comtesse;10;388;306;932;697;9
10236;Mesnil-Lettre;10;380;308;749;634;9
10237;Mesnil-Saint-Loup;10;422;313;966;708;9
10238;Mesnil-Saint-Père;10;437;309;795;650;9
10239;Mesnil-Sellières;10;386;313;792;649;9
10240;Messon;10;429;312;993;717;9
10241;Metz-Robert;10;430;311;1001;720;9
10242;Meurville;10;419;317;1271;812;9
10243;Molins-sur-Aube;10;419;307;780;645;9
10245;Montaulin;10;410;307;818;658;9
10246;Montceaux-lès-Vaudes;10;437;310;849;669;9
10247;Montfey;10;462;314;1170;778;9
10248;Montgueux;10;403;308;906;688;9
10249;Montiéramey;10;408;309;835;664;9
10250;Montier-en-l'Isle;10;441;312;1308;824;9
10251;Montigny-les-Monts;10;430;310;1030;730;9
10252;Montmartin-le-Haut;10;411;323;985;715;9
10253;Montmorency-Beaufort;10;420;308;842;666;9
