Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B5600;2022;Lorient Agglomération;;Maison;4. Entre 1991-2005;;Maison 4P+;6,8;7,2;8,3;9,6;10,7;8,2;680;727;800;926;1000;832;102;82;782;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;24;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;4. Entre 1991-2005;2. 1 an et plus;;5,9;7,1;8,2;9,5;11,0;8,0;506;562;716;834;971;742;93;89;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;5. Après 2005;;;6,6;8,0;8,9;9,6;11,0;8,4;538;610;797;895;1200;793;94;165;1228;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;43;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;5. Après 2005;;Maison 4P+;6,6;7,9;8,8;9,4;9,9;8,3;580;716;815;917;1200;851;103;122;985;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;33;;Estimation directe
B5600;2022;Lorient Agglomération;;Maison;5. Après 2005;2. 1 an et plus;;7,1;8,1;8,9;9,4;11,0;8,6;574;618;765;851;1168;776;90;132;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;;;7,1;8,1;9,4;10,9;12,8;9,1;355;420;500;574;676;509;56;2529;13384;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;;Appart 1P;10,1;11,5;13,0;15,4;18,0;13,0;300;313;340;378;400;347;27;276;1374;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;;Appart 2P;8,3;9,2;10,3;11,5;12,9;10,2;366;400;440;480;530;444;43;1035;5033;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;;Appart 3P;7,1;7,7;8,7;9,6;10,3;8,7;450;500;550;597;670;558;64;857;4948;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;;Appart 4P+;6,1;6,8;7,6;8,5;9,8;7,7;500;559;640;710;860;664;87;361;2029;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;1. Moins de 1 an;;7,4;8,6;9,8;11,9;14,3;9,6;350;420;500;590;690;521;54;610;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;1. Moins de 1 an;Appart 1P;10,7;12,1;13,3;17,6;18,4;13,7;300;320;350;390;430;355;26;101;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;1. Moins de 1 an;Appart 2P;8,9;9,8;10,9;12,1;14,4;11,0;380;417;450;494;545;458;42;246;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;1. Moins de 1 an;Appart 3P;7,4;8,3;9,2;9,8;10,3;8,9;450;520;555;620;690;576;64;192;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;1. Moins de 1 an;Appart 4P+;6,3;6,6;7,7;8,8;10,6;8,0;500;575;690;755;1000;720;90;71;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;2. 1 an et plus;;7,1;7,9;9,1;10,7;12,0;8,9;364;418;498;570;654;504;57;1919;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;2. 1 an et plus;Appart 1P;9,7;10,9;12,6;14,2;16,0;12,4;300;310;333;367;400;340;27;175;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;2. 1 an et plus;Appart 2P;8,1;9,0;10,0;11,3;12,3;10,0;363;400;437;473;520;439;44;789;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;2. 1 an et plus;Appart 3P;7,0;7,6;8,6;9,5;10,4;8,6;446;500;548;592;650;550;64;665;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;;2. 1 an et plus;Appart 4P+;5,9;6,8;7,6;8,5;9,8;7,5;500;555;615;703;800;644;85;290;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;1. Avant 1946;;;6,7;7,6;9,3;11,8;14,5;8,9;328;380;465;561;650;481;54;253;854;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;1. Avant 1946;;Appart 1P;;;;;;;;;;;;;;46;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;1. Avant 1946;;Appart 2P;7,6;8,8;10,4;11,9;13,8;10,3;350;380;420;477;580;435;42;123;338;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;1. Avant 1946;;Appart 3P;6,9;7,5;8,3;9,3;11,0;8,3;497;510;555;590;639;554;67;64;283;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;1. Avant 1946;;Appart 4P+;;;;;;;;;;;;;;20;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;1. Avant 1946;1. Moins de 1 an;;6,3;7,9;9,8;13,6;17,6;9,2;300;350;425;563;690;462;50;79;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;1. Avant 1946;2. 1 an et plus;;6,8;7,5;9,3;11,1;13,3;8,7;336;397;472;557;650;490;56;174;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;2. Entre 1946-1970;;;7,1;7,9;9,2;10,5;12,1;8,9;379;420;500;570;680;510;57;851;4651;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;2. Entre 1946-1970;;Appart 1P;10,5;11,4;12,2;14,0;16,0;12,3;319;335;372;400;430;369;30;82;490;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;2. Entre 1946-1970;;Appart 2P;8,2;9,2;10,0;11,3;12,2;10,1;370;400;438;470;500;438;43;279;1447;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;2. Entre 1946-1970;;Appart 3P;7,1;7,7;8,6;9,7;10,2;8,6;430;490;530;580;680;548;64;313;1834;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;2. Entre 1946-1970;;Appart 4P+;6,4;6,9;7,6;8,5;9,1;7,6;500;550;615;700;800;641;84;177;880;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;7,1;8,3;9,6;11,0;12,8;9,3;373;435;520;625;755;543;59;218;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;7,1;7,8;8,8;10,4;11,8;8,7;380;408;485;554;639;495;57;633;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;3. Entre 1971-1990;;;6,7;7,6;8,9;10,7;13,0;8,9;360;430;500;561;646;513;58;419;3339;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;3. Entre 1971-1990;;Appart 1P;10,2;11,6;14,0;18,4;18,4;13,8;300;318;347;350;390;341;25;65;353;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;3. Entre 1971-1990;;Appart 2P;7,8;9,0;9,9;11,6;13,0;10,0;390;414;440;490;530;454;45;148;1131;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;3. Entre 1971-1990;;Appart 3P;6,6;7,5;8,3;9,5;9,8;8,3;443;500;547;590;620;538;65;113;1185;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;3. Entre 1971-1990;;Appart 4P+;5,8;6,5;7,4;8,2;13,0;7,8;500;554;592;687;1281;673;86;93;670;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;7,6;8,7;9,8;13,0;18,4;10,1;350;430;500;600;680;546;54;106;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;6,5;7,4;8,8;10,1;12,6;8,4;380;431;500;560;612;500;59;313;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;4. Entre 1991-2005;;;7,8;8,7;10,0;11,6;14,1;9,8;320;403;500;610;700;511;52;274;1944;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;38;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;4. Entre 1991-2005;;Appart 2P;8,5;9,4;10,5;11,7;12,8;10,5;367;400;430;483;545;447;43;117;809;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;4. Entre 1991-2005;;Appart 3P;7,8;8,3;9,2;9,9;10,9;9,2;490;520;570;650;666;586;64;99;690;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;20;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;8,8;9,5;11,4;12,2;15,2;10,6;335;410;470;545;650;487;46;53;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;7,8;8,3;9,9;11,4;14,1;9,6;310;400;501;641;700;521;54;221;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;5. Après 2005;;;7,9;8,8;9,7;10,7;12,0;9,6;396;441;515;593;674;524;55;732;2595;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;45;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;5. Après 2005;;Appart 2P;8,9;9,6;10,4;11,4;12,4;10,5;390;420;450;484;526;454;43;368;1308;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;5. Après 2005;;Appart 3P;7,5;8,5;9,1;9,9;10,5;9,1;450;523;574;615;683;580;64;268;955;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;5. Après 2005;;Appart 4P+;7,1;7,6;8,6;10,1;10,3;8,6;577;615;684;763;832;713;83;51;161;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;5. Après 2005;1. Moins de 1 an;;8,1;9,0;10,1;11,2;13,9;10,0;377;440;460;588;650;510;51;154;;Estimation directe
B5600;2022;Lorient Agglomération;;Appartement;5. Après 2005;2. 1 an et plus;;7,9;8,8;9,6;10,6;11,7;9,4;399;441;520;595;678;529;56;578;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;;;6,3;7,4;8,7;10,2;12,2;8,2;400;462;570;737;875;611;74;1382;7891;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;;Maison 1-3P;6,1;7,4;8,3;8,8;10,2;8,1;484;511;565;620;650;564;69;111;1110;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;;Ensemble 4P+;5,6;6,6;7,7;8,7;9,5;7,4;605;683;780;875;950;783;106;413;3155;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;;Maison 4P+;5,6;6,6;7,7;8,7;9,5;7,4;624;701;791;875;950;797;107;348;2701;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;;Appart 1P;10,4;11,9;12,4;15,8;18,0;13,5;291;310;344;360;423;350;26;98;358;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;;Appart 2P;8,2;9,4;11,1;12,4;14,5;10,9;362;400;450;480;540;447;41;443;1787;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;;Appart 3P;6,7;8,0;8,9;9,6;11,0;8,7;430;493;540;576;633;540;62;317;1481;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;;Appart 4P+;4,5;7,1;7,7;8,2;10,0;7,2;525;587;690;813;970;703;97;65;454;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;;Ensemble 1P;10,4;11,9;12,5;15,9;18,4;13,5;291;311;344;360;440;352;26;101;375;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;;Ensemble 2P;8,1;9,4;11,0;12,3;14,5;10,8;367;400;450;484;550;450;42;459;2001;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;;Ensemble 3P;6,5;7,6;8,6;9,5;10,2;8,4;450;512;550;609;650;553;66;409;2360;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;1. Moins de 1 an;;6,2;7,8;9,4;11,9;14,5;8,6;420;470;570;800;920;639;74;318;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;1. Moins de 1 an;Ensemble 4P+;5,6;6,4;7,8;9,3;10,2;7,4;670;745;880;930;1100;863;116;102;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;1. Moins de 1 an;Ensemble 1P;;;;;;;;;;;;;;26;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;1. Moins de 1 an;Ensemble 2P;9,9;10,9;12,1;14,5;16,4;12,5;400;430;460;500;555;468;37;112;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;1. Moins de 1 an;Ensemble 3P;6,5;7,6;8,4;9,5;11,3;8,4;480;520;565;610;650;577;69;78;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;2. 1 an et plus;;6,3;7,4;8,5;9,8;11,7;8,1;395;460;572;730;856;602;74;1064;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;2. 1 an et plus;Ensemble 4P+;5,4;6,8;7,6;8,6;9,4;7,4;602;680;754;852;944;762;103;311;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;2. 1 an et plus;Ensemble 1P;10,1;11,8;12,1;14,5;16,5;12,6;289;302;340;350;411;338;27;75;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;2. 1 an et plus;Ensemble 2P;7,9;8,9;10,4;11,7;12,9;10,2;356;398;450;480;531;442;43;347;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;;2. 1 an et plus;Ensemble 3P;6,5;7,5;8,6;9,4;10,2;8,4;450;507;550;608;650;547;65;331;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;1. Avant 1946;;;5,6;6,6;8,3;11,0;15,3;8,1;350;480;550;650;768;580;72;186;910;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;1. Avant 1946;;Ensemble 4P+;;;;;;;;;;;;;;44;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;1. Avant 1946;;Ensemble 1P;;;;;;;;;;;;;;29;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;1. Avant 1946;;Ensemble 2P;9,0;9,5;11,9;16,0;18,0;12,3;330;367;460;490;570;448;36;66;240;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;1. Avant 1946;;Ensemble 3P;;;;;;;;;;;;;;47;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;1. Avant 1946;1. Moins de 1 an;;5,6;6,5;10,4;14,8;16,4;8,8;360;460;550;700;800;572;65;51;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;1. Avant 1946;2. 1 an et plus;;5,6;6,9;8,3;9,8;12,5;7,9;350;490;570;650;757;583;74;135;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;2. Entre 1946-1970;;;5,0;6,9;9,3;11,9;14,0;7,8;350;450;507;700;950;593;76;107;1051;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;2. Entre 1946-1970;;Ensemble 4P+;;;;;;;;;;;;;;31;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;13;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;2. Entre 1946-1970;;Ensemble 2P;;;;;;;;;;;;;;28;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;2. Entre 1946-1970;;Ensemble 3P;;;;;;;;;;;;;;35;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;32;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;2. Entre 1946-1970;2. 1 an et plus;;5,0;6,6;9,1;11,9;12,9;8,2;320;400;596;700;790;566;69;75;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;3. Entre 1971-1990;;;6,3;7,1;8,1;10,7;13,4;8,2;393;450;520;650;827;555;67;142;1611;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;3. Entre 1971-1990;;Ensemble 4P+;;;;;;;;;;;;;;35;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;3. Entre 1971-1990;;Ensemble 1P;;;;;;;;;;;;;;19;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;3. Entre 1971-1990;;Ensemble 2P;7,3;8,1;10,2;11,5;14,5;9,9;380;400;450;484;550;458;46;52;433;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;3. Entre 1971-1990;;Ensemble 3P;;;;;;;;;;;;;;36;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;32;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;3. Entre 1971-1990;2. 1 an et plus;;6,3;7,1;8,1;10,2;12,0;8,1;380;450;519;587;680;531;65;110;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;4. Entre 1991-2005;;;6,8;7,5;8,8;9,9;11,4;8,1;411;450;559;748;854;602;74;294;2145;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;4. Entre 1991-2005;;Ensemble 4P+;4,8;6,8;7,5;8,6;9,8;7,2;620;715;788;854;940;777;109;94;915;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;18;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;4. Entre 1991-2005;;Ensemble 2P;8,2;8,8;10,6;12,1;13,9;10,3;370;420;450;465;492;442;43;92;518;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;4. Entre 1991-2005;;Ensemble 3P;7,2;8,3;9,1;9,6;10,0;8,8;430;450;530;590;650;533;60;90;630;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;4. Entre 1991-2005;1. Moins de 1 an;;7,4;7,9;9,5;12,1;13,2;9,3;430;460;569;890;890;663;71;55;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;4. Entre 1991-2005;2. 1 an et plus;;6,4;7,5;8,7;9,7;11,1;7,9;402;450;551;730;828;592;75;239;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;5. Après 2005;;;7,1;7,9;8,6;9,6;11,1;8,5;443;520;645;817;900;665;78;653;2174;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;5. Après 2005;;Ensemble 4P+;6,8;7,3;8,0;8,8;9,5;8,0;625;695;803;880;950;802;100;209;916;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;22;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;5. Après 2005;;Ensemble 2P;8,9;9,6;10,5;11,5;12,0;10,5;395;420;455;480;501;457;44;221;578;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;5. Après 2005;;Ensemble 3P;7,6;8,1;8,7;9,3;9,7;8,7;518;538;570;620;655;578;67;201;627;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;5. Après 2005;1. Moins de 1 an;;7,6;8,1;9,2;10,2;11,5;8,9;450;550;615;745;950;665;75;148;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;;5. Après 2005;2. 1 an et plus;;7,0;7,7;8,5;9,4;10,7;8,4;430;520;650;830;895;665;80;505;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;;;;5,8;6,8;7,8;8,8;9,9;7,6;520;615;720;841;940;729;96;459;3811;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;;;Maison 1-3P;6,1;7,4;8,3;8,8;10,2;8,1;484;511;565;620;650;564;69;111;1110;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;;;Maison 4P+;5,6;6,6;7,7;8,7;9,5;7,4;624;701;791;875;950;797;107;348;2701;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;;1. Moins de 1 an;;5,6;6,4;7,8;9,1;10,4;7,4;550;632;800;900;1050;796;108;111;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;21;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;;1. Moins de 1 an;Maison 4P+;5,6;6,4;7,8;8,9;10,3;7,3;670;700;870;915;1100;858;118;90;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;;2. 1 an et plus;;6,1;6,9;7,8;8,8;9,8;7,6;520;610;715;816;895;711;93;348;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;;2. 1 an et plus;Maison 1-3P;6,3;7,4;8,3;8,8;10,1;8,2;470;518;586;620;650;560;69;90;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;;2. 1 an et plus;Maison 4P+;5,7;6,6;7,6;8,7;9,4;7,5;620;703;778;858;950;779;104;258;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;1. Avant 1946;;;5,4;6,2;7,8;8,5;9,4;7,2;520;550;620;757;812;677;95;60;468;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;25;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;35;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;11;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;49;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;49;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;22;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;27;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;11;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;38;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;40;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;10;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;30;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;11;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;29;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;4. Entre 1991-2005;;;6,2;7,1;7,8;9,2;10,0;7,7;547;647;756;850;890;750;98;100;1081;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;19;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;4. Entre 1991-2005;;Maison 4P+;5,9;7,1;7,8;8,6;9,9;7,5;668;730;804;861;950;807;107;81;805;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;20;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;4. Entre 1991-2005;2. 1 an et plus;;6,2;7,1;7,5;9,0;10,0;7,5;582;644;730;816;869;735;98;80;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;5. Après 2005;;;6,8;7,3;8,3;8,9;9,5;8,1;605;663;800;875;950;776;96;210;1024;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;35;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;5. Après 2005;;Maison 4P+;6,8;7,3;8,1;8,9;9,5;8,0;625;710;812;875;950;802;100;175;832;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;5. Après 2005;1. Moins de 1 an;;5,6;7,6;8,3;9,4;10,1;8,3;565;632;700;915;980;775;94;58;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Maison;5. Après 2005;2. 1 an et plus;;6,8;7,3;8,1;8,8;9,5;8,0;605;666;800;873;939;776;97;152;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;;;7,3;8,2;9,6;11,5;14,3;9,3;356;420;480;555;647;500;54;923;4081;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;;Appart 1P;10,4;11,9;12,4;15,8;18,0;13,5;291;310;344;360;423;350;26;98;358;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;;Appart 2P;8,2;9,4;11,1;12,4;14,5;10,9;362;400;450;480;540;447;41;443;1787;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;;Appart 3P;6,7;8,0;8,9;9,6;11,0;8,7;430;493;540;576;633;540;62;317;1481;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;;Appart 4P+;4,5;7,1;7,7;8,2;10,0;7,2;525;587;690;813;970;703;97;65;454;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;1. Moins de 1 an;;8,1;9,2;11,1;14,3;16,1;10,7;397;440;480;570;650;520;49;207;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;25;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;1. Moins de 1 an;Appart 2P;9,9;10,9;12,1;14,5;16,4;12,5;400;422;460;500;555;468;37;110;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;1. Moins de 1 an;Appart 3P;6,9;8,1;9,0;9,6;12,4;8,8;430;520;570;620;650;570;65;60;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;12;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;2. 1 an et plus;;7,1;8,0;9,4;11,1;12,4;8,9;350;412;479;550;636;494;55;716;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;2. 1 an et plus;Appart 1P;10,1;11,7;12,1;14,4;16,3;12,5;286;302;338;350;402;335;27;73;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;2. 1 an et plus;Appart 2P;7,9;9,2;10,5;11,7;12,9;10,3;354;395;447;475;515;437;43;333;;Estimation directe
