rentree_scolaire;academie;code_du_departement;departement;uai;nom_de_l_etablissment;code_insee_de_la_commune;nom_de_la_commune;secteur;ips
2021-2022;GRENOBLE;026;DROME;0260026M;COLLEGE DU PAYS DE L HERBASSE;26301;SAINT DONAT SUR L HERBASSE;public;111.2
2021-2022;GRENOBLE;026;DROME;0260033V;COLLEGE DO MISTRAU;26345;SUZE LA ROUSSE;public;110.7
2021-2022;GRENOBLE;026;DROME;0260092J;COLLEGE PRIVE FRANCOIS GONDIN;26064;CHABEUIL;privé sous contrat;120.3
2021-2022;GRENOBLE;026;DROME;0260945L;COLLEGE PRIVE SAINT LOUIS;26108;CREST;privé sous contrat;116.6
2021-2022;GRENOBLE;026;DROME;0261089T;COLLEGE RENE BARJAVEL;26220;NYONS;public;105.3
2021-2022;GRENOBLE;026;DROME;0261528V;COLLEGE MARCELLE RIVIER;26037;BEAUMONT LES VALENCE;public;119.0
2021-2022;NORMANDIE;027;EURE;0270006K;COLLEGE JACQUES BREL;27065;BEUZEVILLE;public;101.1
2021-2022;NORMANDIE;027;EURE;0270019Z;COLLEGE JEAN JAURES;27229;EVREUX;public;87.9
2021-2022;NORMANDIE;027;EURE;0270054M;COLLEGE MARCEL MARCERON;27413;MONTFORT SUR RISLE;public;96.0
2021-2022;NORMANDIE;027;EURE;0271060F;COLLEGE PRIVE L IMMACULEE;27198;MESNILS SUR ITON;privé sous contrat;110.8
2021-2022;NORMANDIE;027;EURE;0271105E;COLLEGE ANDRE MAUROIS;27616;LA SAUSSAYE;public;112.8
2021-2022;NORMANDIE;027;EURE;0271119V;COLLEGE FERDINAND BUISSON;27375;LOUVIERS;public;99.9
2021-2022;NORMANDIE;027;EURE;0271122Y;COLLEGE MAURICE DE BROGLIE;27117;BROGLIE;public;94.8
2021-2022;NORMANDIE;027;EURE;0271284Z;COLLEGE LOUISE MICHEL;27385;MANNEVILLE SUR RISLE;public;98.7
2021-2022;NORMANDIE;027;EURE;0271285A;COLLEGE LE ROUMOIS;27500;ROUTOT;public;103.8
2021-2022;NORMANDIE;027;EURE;0271449D;INSTITUTION NOTRE DAME SAINT FRANCOIS;27229;EVREUX;privé sous contrat;114.6
2021-2022;NORMANDIE;027;EURE;0271533V;COLLEGE LA COTE DES DEUX AMANTS;27493;ROMILLY SUR ANDELLE;public;101.4
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280018T;COLLEGE LOUIS PERGAUD;28116;COURVILLE SUR EURE;public;108.9
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280663U;COLLEGE PRIVE SAINTE MARIE;28085;CHARTRES;privé sous contrat;127.7
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280680M;COLLEGE PRIVE NOTRE DAME;28199;JANVILLE EN BEAUCE;privé sous contrat;108.6
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280756V;COLLEGE JEAN MOULIN;28085;CHARTRES;public;107.0
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280869T;COLLEGE JEAN MONNET;28214;LA LOUPE;public;94.5
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280883H;COLLEGE VICTOR HUGO;28085;CHARTRES;public;96.9
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280994D;COLLEGE PRIVE SAINT PIERRE SAINT PAUL;28134;DREUX;privé sous contrat;128.4
2021-2022;RENNES;029;FINISTERE;0290033D;COLLEGE COAT MEZ;29043;DAOULAS;public;121.7
2021-2022;RENNES;029;FINISTERE;0290047U;COLLEGE AUX QUATRE VENTS;29113;LANMEUR;public;111.5
2021-2022;RENNES;029;FINISTERE;0290049W;COLLEGE ANTOINE DE SAINT EXUPERY;29124;LESNEVEN;public;94.3
2021-2022;RENNES;029;FINISTERE;0290060H;COLLEGE PENANROZ;29217;PONT AVEN;public;108.9
2021-2022;RENNES;029;FINISTERE;0290068S;COLLEGE LA TOUR D AUVERGNE;29232;QUIMPER;public;105.1
2021-2022;RENNES;029;FINISTERE;0290100B;COLLEGE PENN AR C HLEUZ;29019;BREST;public;94.8
2021-2022;RENNES;029;FINISTERE;0290148D;COLLEGE JEAN JAURES;29081;HUELGOAT;public;104.0
2021-2022;RENNES;029;FINISTERE;0290163V;COLLEGE PRIVE SAINT JOSEPH;29151;MORLAIX;privé sous contrat;109.3
2021-2022;RENNES;029;FINISTERE;0290243G;COLLEGE PRIVE SAINT VINCENT;29019;BREST;privé sous contrat;115.8
2021-2022;RENNES;029;FINISTERE;0290247L;COLLEGE PRIVE SAINT TREMEUR;29024;CARHAIX PLOUGUER;privé sous contrat;92.6
2021-2022;RENNES;029;FINISTERE;0290256W;COLLEGE PRIVE SAINTE JEANNE D ARC;29042;CROZON;privé sous contrat;112.0
2021-2022;RENNES;029;FINISTERE;0290262C;COLLEGE PRIVE SAINT JOSEPH;29058;FOUESNANT;privé sous contrat;128.1
2021-2022;RENNES;029;FINISTERE;0290307B;COLLEGE PRIVE SAINTE CROIX;29233;QUIMPERLE;privé sous contrat;95.0
2021-2022;RENNES;029;FINISTERE;0291824A;COLLEGE LES QUATRE MOULINS;29019;BREST;public;102.1
2021-2022;RENNES;029;FINISTERE;0291866W;COLLEGE PRIVE ND DE KERBONNE;29019;BREST;privé sous contrat;116.5
2021-2022;RENNES;029;FINISTERE;0291872C;COLLEGE PRIVE SAINT LOUIS;29026;CHATEAULIN;privé sous contrat;105.0
2021-2022;RENNES;029;FINISTERE;0291878J;COLLEGE PRIVE SAINTE THERESE;29232;QUIMPER;privé sous contrat;121.4
2021-2022;RENNES;029;FINISTERE;0291968G;COLLEGE DU VIZAC;29075;GUIPAVAS;public;111.5
2021-2022;RENNES;029;FINISTERE;0292204N;COLLEGE PRIVE DIWAN JAKEZ RIOU;29232;QUIMPER;privé sous contrat;73.7
2021-2022;MONTPELLIER;030;GARD;0300032X;COLLEGE DE COUTACH;30210;QUISSAC;public;113.4
2021-2022;MONTPELLIER;030;GARD;0300039E;COLLEGE DE LA GALABERTE;30263;SAINT HIPPOLYTE DU FORT;public;104.1
2021-2022;MONTPELLIER;030;GARD;0300059B;COLLEGE JULES VERNE;30189;NIMES;public;71.9
2021-2022;MONTPELLIER;030;GARD;0300088H;COLLEGE PRIVE SAINT JEAN;30028;BAGNOLS SUR CEZE;privé sous contrat;115.0
2021-2022;MONTPELLIER;030;GARD;0300093N;COLLEGE PRIVE SAINT JEAN BAPTISTE DE LA SALLE;30189;NIMES;privé sous contrat;109.9
2021-2022;MONTPELLIER;030;GARD;0300098U;COLLEGE PRIVE NOTRE DAME;30202;PONT SAINT ESPRIT;privé sous contrat;106.4
2021-2022;MONTPELLIER;030;GARD;0300946R;COLLEGE REVOLUTION;30189;NIMES;public;114.5
2021-2022;MONTPELLIER;030;GARD;0301213F;COLLEGE PAUL VALERY;30221;ROQUEMAURE;public;106.2
2021-2022;MONTPELLIER;030;GARD;0301746K;COLLEGE VIA DOMITIA;30155;MANDUEL;public;104.2
2021-2022;MONTPELLIER;030;GARD;0301747L;COLLEGE;30146;LEDIGNAN;public;99.6
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0310003K;COLLEGE EMILE PAUL VAYSSIE;31028;AURIGNAC;public;106.7
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0310005M;COLLEGE JEAN MONNET;31042;BAGNERES DE LUCHON;public;108.6
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0310007P;COLLEGE CHARLES SURAN;31080;BOULOGNE SUR GESSE;public;98.3
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0310021E;COLLEGE GEORGES BRASSENS;31358;MONTASTRUC LA CONSEILLERE;public;130.7
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311111P;COLLEGE HUBERTINE AUCLERT;31555;TOULOUSE;public;89.7
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311112R;COLLEGE HENRI DE TOULOUSE LAUTREC;31555;TOULOUSE;public;85.5
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311148E;COLLEGE PRIVE SAINTE MARIE DES URSULINES;31555;TOULOUSE;privé sous contrat;116.6
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311264F;COLLEGE JOLIMONT;31555;TOULOUSE;public;85.9
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311319R;COLLEGE LOUISA PAULIN;31395;MURET;public;94.7
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311328A;COLLEGE LES CHALETS;31555;TOULOUSE;public;115.9
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311581A;COLLEGE JEAN MERMOZ;31069;BLAGNAC;public;109.2
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311688S;COLLEGE PIERRE LABITRIE;31557;TOURNEFEUILLE;public;130.1
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311963R;COLLEGE PRIVE LES MARISTES TOULOUSE;31555;TOULOUSE;privé sous contrat;126.5
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311967V;COLLEGE PRIVE L ANNONCIATION;31541;SEILH;privé sous contrat;136.0
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312307P;COLLEGE LEONARD DE VINCI;31557;TOURNEFEUILLE;public;122.1
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312337X;COLLEGE FORAIN FRANCOIS VERDIER;31291;LEGUEVIN;public;128.9
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312610U;COLLEGE MARCEL DORET;31574;VERNET;public;123.4
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312743N;COLLEGE IRENE JOLIOT CURIE;31188;FONTENILLES;public;133.0
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312843X;COLLEGE PIERRE MENDES FRANCE;31248;LABARTHE SUR LEZE;public;118.1
2021-2022;TOULOUSE;032;GERS;0320029H;COLLEGE VAL D ADOUR;32344;RISCLE;public;108.2
2021-2022;TOULOUSE;032;GERS;0320608M;COLLEGE SIMONE VEIL;32242;MASSEUBE;public;109.9
2021-2022;TOULOUSE;032;GERS;0320651J;COLLEGE PRIVE SAINT JOSEPH;32208;LECTOURE;privé sous contrat;121.3
2021-2022;BORDEAUX;033;GIRONDE;0330059K;COLLEGE ANATOLE FRANCE;33081;CADILLAC;public;108.2
2021-2022;BORDEAUX;033;GIRONDE;0330062N;COLLEGE CANTERANE;33104;CASTELNAU DE MEDOC;public;105.5
2021-2022;BORDEAUX;033;GIRONDE;0330064R;COLLEGE ALIENOR D AQUITAINE;33108;CASTILLON LA BATAILLE;public;86.4
2021-2022;BORDEAUX;033;GIRONDE;0330105K;COLLEGE CHAMP D EYMET;33316;PELLEGRUE;public;100.4
2021-2022;BORDEAUX;033;GIRONDE;0330138W;COLLEGE JEAN AVIOTTE;33198;GUITRES;public;99.0
2021-2022;BORDEAUX;033;GIRONDE;0330167C;COLLEGE MARIE BARTETTE;33009;ARCACHON;public;115.5
2021-2022;BORDEAUX;033;GIRONDE;0331433D;COLLEGE PIERRE MARTIN;33350;RAUZAN;public;102.3
2021-2022;BORDEAUX;033;GIRONDE;0331435F;COLLEGE LES EYQUEMS;33281;MERIGNAC;public;117.6
2021-2022;BORDEAUX;033;GIRONDE;0331492T;COLLEGE PRIVE ASSOMPTION SAINTE CLOTILDE;33063;BORDEAUX;privé sous contrat;137.4
2021-2022;BORDEAUX;033;GIRONDE;0331500B;COLLEGE PRIVE NOTRE DAME SEVIGNE;33522;TALENCE;privé sous contrat;118.8
2021-2022;BORDEAUX;033;GIRONDE;0331531K;COLLEGE PRIVE ANGLADE ENSEMBLE SCOLAIRE ANGLADE LANGALERIE;33402;SAINTE FOY LA GRANDE;privé sous contrat;87.9
2021-2022;BORDEAUX;033;GIRONDE;0331667H;COLLEGE ROBERT BARRIERE;33506;SAUVETERRE DE GUYENNE;public;99.9
2021-2022;BORDEAUX;033;GIRONDE;0331753B;COLLEGE BLANQUI;33063;BORDEAUX;public;79.4
2021-2022;BORDEAUX;033;GIRONDE;0331754C;COLLEGE EMMANUEL DUPATY;33056;BLANQUEFORT;public;110.5
2021-2022;BORDEAUX;033;GIRONDE;0331895F;COLLEGE MONTAIGNE;33249;LORMONT;public;83.3
2021-2022;BORDEAUX;033;GIRONDE;0332090T;COLLEGE BOURRAN;33281;MERIGNAC;public;110.3
2021-2022;BORDEAUX;033;GIRONDE;0332189A;COLLEGE NELSON MANDELA;33167;FLOIRAC;public;94.5
2021-2022;BORDEAUX;033;GIRONDE;0332244K;COLLEGE FRANCOIS MAURIAC;33238;LEOGNAN;public;132.2
2021-2022;BORDEAUX;033;GIRONDE;0332246M;COLLEGE CHAMBERY;33550;VILLENAVE D ORNON;public;115.5
2021-2022;BORDEAUX;033;GIRONDE;0332248P;COLLEGE PAUL ESQUINANCE;33352;LA REOLE;public;97.5
2021-2022;BORDEAUX;033;GIRONDE;0332342S;COLLEGE CANTELANDE;33122;CESTAS;public;134.9
2021-2022;BORDEAUX;033;GIRONDE;0332492E;COLLEGE PRIVE SAINTE MARIE BASTIDE;33063;BORDEAUX;privé sous contrat;129.3
2021-2022;BORDEAUX;033;GIRONDE;0332706M;COLLEGE LEO DROUYN;33542;VERAC;public;108.1
2021-2022;BORDEAUX;033;GIRONDE;0332723F;COLLEGE EMILE DURKHEIM;33321;PEUJARD;public;108.7
2021-2022;BORDEAUX;033;GIRONDE;0333093H;COLLEGE LEONARD DE VINCI;33376;SAINT AUBIN DE MEDOC;public;137.0
2021-2022;BORDEAUX;033;GIRONDE;0333129X;COLLEGE PRIVE ST JOSEPH;33056;BLANQUEFORT;privé sous contrat;84.7
2021-2022;BORDEAUX;033;GIRONDE;0333329P;COLLEGE DE MIOS;33284;MIOS;public;116.0
2021-2022;MONTPELLIER;034;HERAULT;0340021N;COLLEGE JULES FERRY;34069;CAZOULS LES BEZIERS;public;98.8
2021-2022;MONTPELLIER;034;HERAULT;0340048T;COLLEGE CLEMENCE ROYER;34172;MONTPELLIER;public;111.4
2021-2022;MONTPELLIER;034;HERAULT;0340869K;COLLEGE PRIVE PIC LA SALLE (PRIVE IMMACULEE CONCEPTION);34032;BEZIERS;privé sous contrat;124.6
2021-2022;MONTPELLIER;034;HERAULT;0340872N;COLLEGE PRIVE FENELON;34032;BEZIERS;privé sous contrat;113.8
2021-2022;MONTPELLIER;034;HERAULT;0340908C;COLLEGE PRIVE SAINT CHARLES;34259;SAINT GEORGES D ORQUES;privé sous contrat;123.7
