rentree_scolaire;academie;code_du_departement;departement;uai;nom_de_l_etablissment;code_insee_de_la_commune;nom_de_la_commune;secteur;ips
2021-2022;TOULOUSE;046;LOT;0460021Y;COLLEGE DES SEPT TOURS;46185;MARTEL;public;109.0
2021-2022;TOULOUSE;046;LOT;0460024B;COLLEGE D ISTRIE;46225;PRAYSSAC;public;99.8
2021-2022;TOULOUSE;046;LOT;0460046A;COLLEGE PRIVE SAINTE HELENE;46128;GRAMAT;privé sous contrat;93.1
2021-2022;TOULOUSE;046;LOT;0460592U;COLLEGE LEO FERRE;46127;GOURDON;public;101.4
2021-2022;TOULOUSE;046;LOT;0460621A;COLLEGE PRIVE JEANNE D ARC;46102;FIGEAC;privé sous contrat;113.4
2021-2022;TOULOUSE;046;LOT;0460734Y;COLLEGE PRIVE SAINTE THERESE;46148;LALBENQUE;privé sous contrat;103.5
2021-2022;BORDEAUX;047;LOT-ET-GARONNE;0470014K;COLLEGE JEAN BOUCHERON;47057;CASTILLONNES;public;102.0
2021-2022;BORDEAUX;047;LOT-ET-GARONNE;0470043S;COLLEGE DANIEL CASTAING;47159;LE MAS D AGENAIS;public;99.5
2021-2022;BORDEAUX;047;LOT-ET-GARONNE;0470049Y;COLLEGE ANATOLE FRANCE;47323;VILLENEUVE SUR LOT;public;90.6
2021-2022;BORDEAUX;047;LOT-ET-GARONNE;0470066S;COLLEGE PRIVE FELIX AUNAC;47001;AGEN;privé sous contrat;120.3
2021-2022;BORDEAUX;047;LOT-ET-GARONNE;0470776N;COLLEGE HENRI DE NAVARRE;47195;NERAC;public;100.2
2021-2022;BORDEAUX;047;LOT-ET-GARONNE;0471038Y;COLLEGE PRIVE SAINTE CLAIRE;47195;NERAC;privé sous contrat;107.8
2021-2022;MONTPELLIER;048;LOZERE;0480017H;COLLEGE ODILON BARROT;48198;VILLEFORT;public;99.0
2021-2022;MONTPELLIER;048;LOZERE;0480607Z;COLLEGE HENRI BOURRILLON;48095;MENDE;public;110.6
2021-2022;NANTES;049;MAINE-ET-LOIRE;0490022H;COLLEGE GEORGES CLEMENCEAU;49099;CHOLET;public;87.2
2021-2022;NANTES;049;MAINE-ET-LOIRE;0490034W;COLLEGE DE L EVRE;49218;MONTREVAULT SUR EVRE;public;95.1
2021-2022;NANTES;049;MAINE-ET-LOIRE;0490060Z;COLLEGE JEAN LURCAT;49007;ANGERS;public;58.6
2021-2022;NANTES;049;MAINE-ET-LOIRE;0490836T;COLLEGE PRIVE SAINTE ANNE;49328;SAUMUR;privé sous contrat;108.3
2021-2022;NANTES;049;MAINE-ET-LOIRE;0490849G;COLLEGE PRIVE NOTRE DAME;49018;BAUGE EN ANJOU;privé sous contrat;110.6
2021-2022;NANTES;049;MAINE-ET-LOIRE;0490860U;COLLEGE PRIVE SAINT JOSEPH;49099;CHOLET;privé sous contrat;105.9
2021-2022;NANTES;049;MAINE-ET-LOIRE;0490862W;COLLEGE PRIVE NOTRE DAME DU BRETONNAIS;49099;CHOLET;privé sous contrat;115.7
2021-2022;NANTES;049;MAINE-ET-LOIRE;0490960C;COLLEGE HONORE DE BALZAC;49328;SAUMUR;public;89.6
2021-2022;NANTES;049;MAINE-ET-LOIRE;0491083L;COLLEGE PRIVE LA MADELEINE LA RETRAITE;49007;ANGERS;privé sous contrat;126.9
2021-2022;NANTES;049;MAINE-ET-LOIRE;0491262F;COLLEGE CALYPSO;49215;MONTREUIL BELLAY;public;92.0
2021-2022;NANTES;049;MAINE-ET-LOIRE;0491645X;COLLEGE JEAN RACINE;49283;SAINT GEORGES SUR LOIRE;public;119.2
2021-2022;NANTES;049;MAINE-ET-LOIRE;0491648A;COLLEGE BENJAMIN DELESSERT;49328;SAUMUR;public;83.4
2021-2022;NANTES;049;MAINE-ET-LOIRE;0491703K;COLLEGE JEAN VILAR;49007;ANGERS;public;66.8
2021-2022;NANTES;049;MAINE-ET-LOIRE;0491921X;COLLEGE PRIVE SAINT AUBIN LA SALLE;49323;VERRIERES EN ANJOU;privé sous contrat;109.9
2021-2022;NANTES;049;MAINE-ET-LOIRE;0491923Z;COLLEGE PRIVE SAINT LAUD;49246;LES PONTS DE CE;privé sous contrat;123.5
2021-2022;NANTES;049;MAINE-ET-LOIRE;0491924A;COLLEGE PRIVE SAINT BENOIT;49007;ANGERS;privé sous contrat;137.4
2021-2022;NANTES;049;MAINE-ET-LOIRE;0492004M;COLLEGE PRIVE SAINT CHARLES;49007;ANGERS;privé sous contrat;124.9
2021-2022;NORMANDIE;050;MANCHE;0500001E;COLLEGE LES EMBRUNS;50003;AGON COUTAINVILLE;public;111.6
2021-2022;NORMANDIE;050;MANCHE;0500035S;COLLEGE ROLAND VAUDATIN;50197;GAVRAY SUR SIENNE;public;94.2
2021-2022;NORMANDIE;050;MANCHE;0500046D;COLLEGE JEAN MONNET;50292;MARIGNY LE LOZON;public;103.9
2021-2022;NORMANDIE;050;MANCHE;0500047E;COLLEGE TIPHAIGNE DE LA ROCHE;50341;MONTEBOURG;public;96.5
2021-2022;NORMANDIE;050;MANCHE;0500071F;COLLEGE TANCREDE DE HAUTEVILLE;50550;SAINT SAUVEUR VILLAGES;public;96.8
2021-2022;NORMANDIE;050;MANCHE;0500072G;COLLEGE BARBEY D AUREVILLY;50551;SAINT SAUVEUR LE VICOMTE;public;94.8
2021-2022;NORMANDIE;050;MANCHE;0500080R;COLLEGE DIDEROT;50129;CHERBOURG EN COTENTIN;public;102.9
2021-2022;NORMANDIE;050;MANCHE;0500121K;COLLEGE PRIVE LE BON SAUVEUR;50502;SAINT LO;privé sous contrat;111.0
2021-2022;NORMANDIE;050;MANCHE;0500122L;COLLEGE PRIVE NOTRE DAME;50539;SAINT PIERRE EGLISE;privé sous contrat;101.0
2021-2022;NORMANDIE;050;MANCHE;0500152U;COLLEGE PRIVE DE L ABBAYE;50551;SAINT SAUVEUR LE VICOMTE;privé sous contrat;99.4
2021-2022;NORMANDIE;050;MANCHE;0500153V;COLLEGE PRIVE NOTRE DAME;50582;SOURDEVAL;privé sous contrat;88.5
2021-2022;NORMANDIE;050;MANCHE;0501206P;COLLEGE JACQUES PREVERT;50147;COUTANCES;public;95.9
2021-2022;NORMANDIE;050;MANCHE;0501216A;COLLEGE EMILE ZOLA;50129;CHERBOURG EN COTENTIN;public;105.2
2021-2022;NORMANDIE;050;MANCHE;0501220E;COLLEGE LE CASTILLON;50402;LES PIEUX;public;109.6
2021-2022;NORMANDIE;050;MANCHE;0501241C;COLLEGE GEORGES BRASSENS;50410;PONTORSON;public;98.4
2021-2022;NORMANDIE;050;MANCHE;0501242D;COLLEGE LE CLOS TARDIF;50487;SAINT JAMES;public;95.6
2021-2022;NORMANDIE;050;MANCHE;0501458N;COLLEGE G DESDEVISES DU DEZERT;50267;LESSAY;public;92.0
2021-2022;NORMANDIE;050;MANCHE;0501830T;COLLEGE LEON JOZEAU MARIGNE;50256;ISIGNY LE BUAT;public;91.1
2021-2022;REIMS;051;MARNE;0511129A;COLLEGE PRIVE NOTRE DAME PERRIER;51108;CHALONS EN CHAMPAGNE;privé sous contrat;118.8
2021-2022;REIMS;051;MARNE;0511138K;COLLEGE PRIVE NOTRE DAME;51454;REIMS;privé sous contrat;131.1
2021-2022;REIMS;051;MARNE;0511139L;COLLEGE PRIVE JEANNE D ARC LA SALLE;51454;REIMS;privé sous contrat;106.4
2021-2022;REIMS;051;MARNE;0511144S;COLLEGE PRIVE SAINT JEAN BAPTISTE DE LA SALLE;51649;VITRY LE FRANCOIS;privé sous contrat;108.3
2021-2022;REIMS;051;MARNE;0511176B;COLLEGE PRIVE SAINTE MACRE;51250;FISMES;privé sous contrat;108.6
2021-2022;REIMS;051;MARNE;0511179E;COLLEGE SAINT REMI;51454;REIMS;public;100.0
2021-2022;REIMS;051;MARNE;0511180F;COLLEGE PRIVE SAINT MICHEL;51454;REIMS;privé sous contrat;105.8
2021-2022;REIMS;051;MARNE;0511188P;COLLEGE THIBAUD DE CHAMPAGNE;51250;FISMES;public;106.6
2021-2022;REIMS;051;MARNE;0511191T;COLLEGE JEAN BAPTISTE DROUET;51507;SAINTE MENEHOULD;public;92.2
2021-2022;REIMS;051;MARNE;0511251H;COLLEGE JOLIOT CURIE;51454;REIMS;public;60.4
2021-2022;REIMS;051;MARNE;0511470W;COLLEGE MARYSE BASTIE;51454;REIMS;public;83.9
2021-2022;REIMS;051;MARNE;0511564Y;COLLEGE RAYMOND SIROT;51282;GUEUX;public;125.8
2021-2022;REIMS;051;MARNE;0511799D;COLLEGE PRIVE SAINT JOSEPH;51454;REIMS;privé sous contrat;128.9
2021-2022;REIMS;051;MARNE;0511961E;COLLEGE PIERRE DE COUBERTIN;51172;CORMONTREUIL;public;99.8
2021-2022;REIMS;052;HAUTE-MARNE;0520026W;COLLEGE LES VIGNES DU CREY;52405;LE MONTSAUGEONNAIS;public;105.6
2021-2022;REIMS;052;HAUTE-MARNE;0520968V;COLLEGE PRIVE ESTIC;52448;SAINT DIZIER;privé sous contrat;110.9
2021-2022;NANTES;053;MAYENNE;0530007V;COLLEGE PAUL LANGEVIN;53097;EVRON;public;91.6
2021-2022;NANTES;053;MAYENNE;0530015D;COLLEGE PIERRE DUBOIS;53130;LAVAL;public;109.8
2021-2022;NANTES;053;MAYENNE;0530025P;COLLEGE LES GARETTES;53271;VILLAINES LA JUHEL;public;93.5
2021-2022;NANTES;053;MAYENNE;0530030V;COLLEGE L ORIETTE;53077;COSSE LE VIVIEN;public;100.3
2021-2022;NANTES;053;MAYENNE;0530054W;COLLEGE PRIVE SAINT JOSEPH;53077;COSSE LE VIVIEN;privé sous contrat;107.7
2021-2022;NANTES;053;MAYENNE;0530059B;COLLEGE PRIVE SACRE COEUR;53097;EVRON;privé sous contrat;94.4
2021-2022;NANTES;053;MAYENNE;0530065H;COLLEGE PRIVE NOTRE DAME;53247;SAINT PIERRE LA COUR;privé sous contrat;97.5
2021-2022;NANTES;053;MAYENNE;0530803K;COLLEGE VICTOR HUGO;53127;LASSAY LES CHATEAUX;public;99.4
2021-2022;NANCY-METZ;054;MEURTHE-ET-MOSELLE;0540005M;COLLEGE LANGEVIN WALLON;54076;BLAINVILLE SUR L EAU;public;100.0
2021-2022;NANCY-METZ;054;MEURTHE-ET-MOSELLE;0540071J;COLLEGE ROBERT GEANT;54563;VEZELISE;public;115.9
2021-2022;NANCY-METZ;054;MEURTHE-ET-MOSELLE;0541325X;COLLEGE EMBANIE;54159;DOMBASLE SUR MEURTHE;public;113.7
2021-2022;NANCY-METZ;054;MEURTHE-ET-MOSELLE;0541469D;COLLEGE LA FONTAINE;54304;LAXOU;public;64.4
2021-2022;NANCY-METZ;054;MEURTHE-ET-MOSELLE;0541474J;COLLEGE PAUL VERLAINE;54339;MALZEVILLE;public;119.6
2021-2022;NANCY-METZ;054;MEURTHE-ET-MOSELLE;0541579Y;COLLEGE EMILE GALLE;54314;LEXY;public;107.0
2021-2022;NANCY-METZ;054;MEURTHE-ET-MOSELLE;0541819J;COLLEGE GUYNEMER;54395;NANCY;public;101.0
2021-2022;NANCY-METZ;054;MEURTHE-ET-MOSELLE;0541989U;COLLEGE PRIVE DES RECOLLETS;54323;LONGWY;privé sous contrat;103.2
2021-2022;NANCY-METZ;054;MEURTHE-ET-MOSELLE;0542189L;COLLEGE JACQUES MONOD;54328;LUDRES;public;126.9
2021-2022;NANCY-METZ;054;MEURTHE-ET-MOSELLE;0542349K;COLLEGE PAUL VERLAINE;54322;LONGUYON;public;92.0
2021-2022;NANCY-METZ;054;MEURTHE-ET-MOSELLE;0542409A;COLLEGE PRIVE CHARLES DE FOUCAULD;54395;NANCY;privé sous contrat;95.3
2021-2022;NANCY-METZ;055;MEUSE;0550023B;COLLEGE LES CUVELLES;55533;VAUCOULEURS;public;100.6
2021-2022;NANCY-METZ;055;MEUSE;0550046B;COLLEGE PRIVE LA CROIX;55029;BAR LE DUC;privé sous contrat;117.4
2021-2022;NANCY-METZ;055;MEUSE;0550759B;COLLEGE SAINT EXUPERY;55505;THIERVILLE SUR MEUSE;public;104.0
2021-2022;NANCY-METZ;055;MEUSE;0550840P;COLLEGE LES TILLEULS;55122;COMMERCY;public;95.5
2021-2022;NANCY-METZ;055;MEUSE;0550848Y;COLLEGE EMILIE CARLES;55010;ANCERVILLE;public;101.2
2021-2022;RENNES;056;MORBIHAN;0560023W;COLLEGE PRIVE SAINT GILDAS;56023;BRECH;privé sous contrat;107.3
2021-2022;RENNES;056;MORBIHAN;0560024X;COLLEGE JEAN MOULIN;56117;LOCMINE;public;90.8
2021-2022;RENNES;056;MORBIHAN;0560029C;COLLEGE AUGUSTE BRIZEUX;56121;LORIENT;public;114.4
2021-2022;RENNES;056;MORBIHAN;0560034H;COLLEGE MICHEL LOTTE;56152;LE PALAIS;public;108.3
2021-2022;RENNES;056;MORBIHAN;0560047X;COLLEGE YVES LE BEC;56198;ROHAN;public;85.8
2021-2022;RENNES;056;MORBIHAN;0560050A;COLLEGE JULES SIMON;56260;VANNES;public;111.5
2021-2022;RENNES;056;MORBIHAN;0560110R;COLLEGE PRIVE LES SAINTS ANGES;56178;PONTIVY;privé sous contrat;103.7
2021-2022;RENNES;056;MORBIHAN;0560122D;COLLEGE PRIVE SAINT JEAN BAPTISTE;56003;ARRADON;privé sous contrat;119.7
2021-2022;RENNES;056;MORBIHAN;0560127J;COLLEGE PRIVE SAINT MICHEL;56034;CARNAC;privé sous contrat;106.5
2021-2022;RENNES;056;MORBIHAN;0560128K;COLLEGE PRIVE SAINT JOSEPH;56036;CAUDAN;privé sous contrat;102.6
2021-2022;RENNES;056;MORBIHAN;0560143B;COLLEGE PRIVE SAINT AUBIN;56101;LANGUIDIC;privé sous contrat;102.7
2021-2022;RENNES;056;MORBIHAN;0560149H;COLLEGE PRIVE SAINT LOUIS;56121;LORIENT;privé sous contrat;121.5
2021-2022;RENNES;056;MORBIHAN;0560214D;COLLEGE PAUL LANGEVIN;56083;HENNEBONT;public;94.7
2021-2022;RENNES;056;MORBIHAN;0560226S;COLLEGE BEAUMANOIR;56165;PLOËRMEL;public;93.2
2021-2022;RENNES;056;MORBIHAN;0561332U;COLLEGE ROMAIN ROLLAND;56178;PONTIVY;public;93.2
2021-2022;RENNES;056;MORBIHAN;0561384A;COLLEGE JOSEPH KERBELLEC;56185;QUEVEN;public;106.3
2021-2022;RENNES;056;MORBIHAN;0561840W;COLLEGE PRIVE NOTRE DAME;56206;SAINT AVE;privé sous contrat;112.0
2021-2022;NANCY-METZ;057;MOSELLE;0570223H;COLLEGE PRIVE SAINTE CHRETIENNE;57606;SAINT AVOLD;privé sous contrat;98.1
2021-2022;NANCY-METZ;057;MOSELLE;0570318L;COLLEGE JEAN MOULIN;57683;UCKANGE;public;78.5
2021-2022;NANCY-METZ;057;MOSELLE;0570326V;COLLEGE CLAUDIE HAIGNERE;57240;FREYMING MERLEBACH;public;76.1
2021-2022;NANCY-METZ;057;MOSELLE;0572009Z;COLLEGE MARIE CURIE;57226;FONTOY;public;91.1
2021-2022;NANCY-METZ;057;MOSELLE;0572164T;COLLEGE PAUL VERLAINE;57433;MAIZIERES LES METZ;public;101.2
2021-2022;NANCY-METZ;057;MOSELLE;0572171A;COLLEGE JACQUES MONOD;57306;HAYANGE;public;91.9
2021-2022;NANCY-METZ;057;MOSELLE;0572172B;COLLEGE PAUL LANGEVIN;57283;HAGONDANGE;public;94.3
2021-2022;NANCY-METZ;057;MOSELLE;0572180K;COLLEGE PIERRE ADT;57227;FORBACH;public;66.1
2021-2022;NANCY-METZ;057;MOSELLE;0572186S;COLLEGE ALBERT CAMUS;57487;MOULINS LES METZ;public;120.9
2021-2022;NANCY-METZ;057;MOSELLE;0572491Y;COLLEGE ROBERT SCHUMAN;57332;HOMBOURG HAUT;public;75.8
2021-2022;NANCY-METZ;057;MOSELLE;0572586B;COLLEGE LES GAUDINETTES;57443;MARANGE SILVANGE;public;110.6
2021-2022;NANCY-METZ;057;MOSELLE;0572811W;COLLEGE CHARLEMAGNE;57672;THIONVILLE;public;91.1
2021-2022;NANCY-METZ;057;MOSELLE;0572813Y;COLLEGE JEAN MOULIN;57227;FORBACH;public;82.9
2021-2022;NANCY-METZ;057;MOSELLE;0573269U;COLLEGE CHARLES DE GAULLE;57206;FAMECK;public;79.3
2021-2022;DIJON;058;NIEVRE;0580002M;COLLEGE CHAMP DE LA PORTE;58046;CERCY LA TOUR;public;102.0
2021-2022;DIJON;058;NIEVRE;0580019F;COLLEGE LUCIEN CHAUSSIN;58104;DORNES;public;102.2
2021-2022;DIJON;058;NIEVRE;0580026N;COLLEGE PAUL BARREAU;58145;LORMES;public;103.9
2021-2022;DIJON;058;NIEVRE;0580028R;COLLEGE JEAN ROSTAND;58151;LA MACHINE;public;88.1
2021-2022;DIJON;058;NIEVRE;0580037A;COLLEGE ARSENE FIE;58227;SAINT AMAND EN PUISAYE;public;101.2
2021-2022;DIJON;058;NIEVRE;0580040D;COLLEGE JEAN ARNOLET;58267;SAINT SAULGE;public;96.4
2021-2022;DIJON;058;NIEVRE;0580061B;COLLEGE PRIVE FENELON;58194;NEVERS;privé sous contrat;115.7
2021-2022;DIJON;058;NIEVRE;0580066G;COLLEGE PRIVE NOTRE DAME;58086;COSNE COURS SUR LOIRE;privé sous contrat;113.6
2021-2022;DIJON;058;NIEVRE;0580599L;COLLEGE ADAM BILLAUT;58194;NEVERS;public;92.9
2021-2022;DIJON;058;NIEVRE;0580620J;COLLEGE HENRI WALLON;58303;VARENNES VAUZELLES;public;100.2
2021-2022;LILLE;059;NORD;0590046E;COLLEGE JEAN MONNET;59139;CAUDRY;public;82.0
2021-2022;LILLE;059;NORD;0590055P;COLLEGE ALFRED JENNEPIN;59157;COUSOLRE;public;96.7
2021-2022;LILLE;059;NORD;0590058T;COLLEGE PAUL LANGEVIN;59170;DECHY;public;83.4
2021-2022;LILLE;059;NORD;0590151U;COLLEGE ERNEST COUTELLE;59392;MAUBEUGE;public;85.4
2021-2022;LILLE;059;NORD;0590155Y;COLLEGE DESCARTES;59410;MONS EN BAROEUL;public;96.7
2021-2022;LILLE;059;NORD;0590157A;COLLEGE SAINT EXUPERY;59447;ONNAING;public;79.2
2021-2022;LILLE;059;NORD;0590238N;COLLEGE ROMAIN ROLLAND;59654;WAZIERS;public;78.8
2021-2022;LILLE;059;NORD;0590248Z;COLLEGE LOUIS PASTEUR;59574;SOMAIN;public;90.5
2021-2022;LILLE;059;NORD;0590271Z;COLLEGE PAUL VERLAINE;59350;LILLE;public;77.8
2021-2022;LILLE;059;NORD;0592886S;COLLEGE PRIVE PASCAL;59512;ROUBAIX;privé sous contrat;79.3
2021-2022;LILLE;059;NORD;0592895B;COLLEGE PRIVE SAINTE MARIE;59352;LINSELLES;privé sous contrat;124.8
2021-2022;LILLE;059;NORD;0592900G;COLLEGE PRIVE NOTRE DAME DE LA PROVIDENCE;59449;ORCHIES;privé sous contrat;132.5
2021-2022;LILLE;059;NORD;0592950L;COLLEGE PRIVE NOTRE DAME;59051;LA BASSEE;privé sous contrat;110.4
2021-2022;LILLE;059;NORD;0593120W;COLLEGE PRIVE DE LA SALLE;59155;COUDEKERQUE BRANCHE;privé sous contrat;101.3
2021-2022;LILLE;059;NORD;0593144X;COLLEGE PRIVE SAINTE ANNE;59559;SEBOURG;privé sous contrat;114.0
2021-2022;LILLE;059;NORD;0593145Y;COLLEGE PRIVE IMMACULEE CONCEPTION;59560;SECLIN;privé sous contrat;133.4
2021-2022;LILLE;059;NORD;0593147A;COLLEGE PRIVE NOTRE DAME DE LOURDES;59580;STEENVOORDE;privé sous contrat;112.5
2021-2022;LILLE;059;NORD;0593155J;COLLEGE PRIVE SAINT JEAN BAPTISTE DE LA SALLE;59606;VALENCIENNES;privé sous contrat;115.2
2021-2022;LILLE;059;NORD;0593160P;COLLEGE PRIVE SAINT JOSEPH LA SALLE;59650;WATTRELOS;privé sous contrat;106.4
2021-2022;LILLE;059;NORD;0593168Y;COLLEGE INTERNATIONAL CARNOT;59350;LILLE;public;125.2
2021-2022;LILLE;059;NORD;0593182N;COLLEGE JULES FERRY;59155;COUDEKERQUE BRANCHE;public;91.9
2021-2022;LILLE;059;NORD;0593231S;COLLEGE ALBERT SCHWEITZER;59051;LA BASSEE;public;96.8
2021-2022;LILLE;059;NORD;0593246H;COLLEGE DESROUSSEAUX;59017;ARMENTIERES;public;83.8
2021-2022;LILLE;059;NORD;0593251N;COLLEGE DOCTEUR ERNEST SCHAFFNER;59509;ROOST WARENDIN;public;101.3
2021-2022;LILLE;059;NORD;0593484S;COLLEGE EMILE LITTRE;59179;DOUCHY LES MINES;public;81.5
2021-2022;LILLE;059;NORD;0593490Y;COLLEGE JEAN LEMAIRE DE BELGES;59053;BAVAY;public;108.2
2021-2022;LILLE;059;NORD;0593686L;COLLEGE JACQUES BREL;59365;LOUVROIL;public;69.2
2021-2022;LILLE;059;NORD;0594168K;COLLEGE JEAN ZAY;59225;FEIGNIES;public;83.8
2021-2022;LILLE;059;NORD;0594290T;COLLEGE HENRI MATISSE;59452;OSTRICOURT;public;83.1
2021-2022;LILLE;059;NORD;0594301E;COLLEGE PAUL ELUARD;59079;BEUVRAGES;public;74.8
2021-2022;LILLE;059;NORD;0594303G;COLLEGE JEHAN FROISSART;59484;QUIEVRECHAIN;public;81.6
2021-2022;LILLE;059;NORD;0594362W;COLLEGE VAUBAN;59392;MAUBEUGE;public;62.4
2021-2022;LILLE;059;NORD;0594392D;COLLEGE PABLO NERUDA;59650;WATTRELOS;public;85.9
2021-2022;LILLE;059;NORD;0594398K;COLLEGE ANNE FRANK;59271;GRANDE SYNTHE;public;82.6
2021-2022;LILLE;059;NORD;0594401N;COLLEGE VAL DE LA SENSEE;59015;ARLEUX;public;99.5
2021-2022;LILLE;059;NORD;0594410Y;COLLEGE FERNIG;59418;MORTAGNE DU NORD;public;101.6
2021-2022;LILLE;059;NORD;0594505B;COLLEGE PRIVE SAINT MARTIN;59431;NIEPPE;privé sous contrat;118.1
2021-2022;LILLE;059;NORD;0594524X;COLLEGE JEAN MOULIN;59648;WATTIGNIES;public;75.1
2021-2022;LILLE;059;NORD;0594534H;COLLEGE PAUL LANGEVIN;59603;TRITH SAINT LEGER;public;90.9
2021-2022;LILLE;059;NORD;0594537L;COLLEGE JULES VERNE;59426;NEUVILLE EN FERRAIN;public;102.9
2021-2022;LILLE;059;NORD;0594628K;COLLEGE JACQUES MONOD;59457;PERENCHIES;public;112.6
2021-2022;LILLE;059;NORD;0594632P;COLLEGE RAYMOND DEVOS;59299;HEM;public;89.3
2021-2022;LILLE;059;NORD;0594644C;COLLEGE LAVOISIER;59544;SAINT SAULVE;public;91.3
2021-2022;LILLE;059;NORD;0594866U;COLLEGE FRANCOISE DOLTO;59466;PONT A MARCQ;public;127.0
2021-2022;LILLE;059;NORD;0594879H;COLLEGE JOLIOT CURIE;59249;FOURMIES;public;77.8
2021-2022;LILLE;059;NORD;0595166V;COLLEGE HERGE;59266;GONDECOURT;public;125.4
2021-2022;LILLE;059;NORD;0595167W;COLLEGE BAUDELAIRE;59512;ROUBAIX;public;78.9
2021-2022;LILLE;059;NORD;0595170Z;COLLEGE DES FLANDRES;59295;HAZEBROUCK;public;102.0
2021-2022;LILLE;059;NORD;0595173C;COLLEGE WATTEAU;59606;VALENCIENNES;public;114.6
2021-2022;LILLE;059;NORD;0595178H;COLLEGE DUPLEIX;59331;LANDRECIES;public;91.9
2021-2022;LILLE;059;NORD;0595328W;COLLEGE SIMONE DE BEAUVOIR;59009;VILLENEUVE D ASCQ;public;81.3
2021-2022;LILLE;059;NORD;0595360F;COLLEGE PRIVE SAINTE MARIE;59056;BEAUCAMPS LIGNY;privé sous contrat;139.5
2021-2022;LILLE;059;NORD;0595393S;COLLEGE PRIVE SAINTE ODILE;59328;LAMBERSART;privé sous contrat;121.4
2021-2022;LILLE;059;NORD;0595396V;COLLEGE PRIVE LA SALLE;59350;LILLE;privé sous contrat;104.5
2021-2022;LILLE;059;NORD;0595397W;COLLEGE PRIVE THERESE D AVILA;59350;LILLE;privé sous contrat;140.2
2021-2022;LILLE;059;NORD;0595401A;COLLEGE PRIVE SAINT MICHEL;59571;SOLESMES;privé sous contrat;112.9
2021-2022;LILLE;059;NORD;0595597N;COLLEGE VOLTAIRE;59648;WATTIGNIES;public;117.4
2021-2022;LILLE;059;NORD;0595758N;COLLEGE ETIENNE DOLET;59477;PROVIN;public;102.9
2021-2022;LILLE;059;NORD;0596694F;COLLEGE FELIX DEL MARLE;59033;AULNOYE AYMERIES;public;87.8
2021-2022;AMIENS;060;OISE;0600028E;COLLEGE LOUIS BOULAND;60167;COULOISY;public;93.7
2021-2022;AMIENS;060;OISE;0600050D;COLLEGE ALBERIC MAGNARD;60612;SENLIS;public;116.2
2021-2022;AMIENS;060;OISE;0601150Z;COLLEGE PRIVE ANNE MARIE JAVOUHEY;60612;SENLIS;privé sous contrat;137.1
2021-2022;AMIENS;060;OISE;0601157G;COLLEGE PRIVE IMMACULEE CONCEPTION;60395;MERU;privé sous contrat;114.5
2021-2022;AMIENS;060;OISE;0601178E;COLLEGE ANATOLE FRANCE;60414;MONTATAIRE;public;79.5
2021-2022;AMIENS;060;OISE;0601191U;COLLEGE DU THELLE;60395;MERU;public;88.3
2021-2022;AMIENS;060;OISE;0601297J;COLLEGE LOUIS PASTEUR;60471;NOYON;public;87.9
2021-2022;AMIENS;060;OISE;0601366J;COLLEGE FERDINAND BAC;60159;COMPIEGNE;public;113.4
2021-2022;AMIENS;060;OISE;0601432F;COLLEGE ABEL DIDELET;60223;ESTREES SAINT DENIS;public;107.9
2021-2022;AMIENS;060;OISE;0601445V;COLLEGE LOUISE MICHEL;60581;SAINT JUST EN CHAUSSEE;public;97.9
2021-2022;AMIENS;060;OISE;0601524F;COLLEGE ANDRE MALRAUX;60159;COMPIEGNE;public;73.7
2021-2022;AMIENS;060;OISE;0601606V;COLLEGE DES BOURGOGNES;60141;CHANTILLY;public;118.9
2021-2022;AMIENS;060;OISE;0601766U;COLLEGE DU SERVOIS;60142;LA CHAPELLE EN SERVAL;public;125.3
2021-2022;AMIENS;060;OISE;0601834T;COLLEGE JACQUES YVES COUSTEAU;60107;BREUIL LE VERT;public;109.9
2021-2022;AMIENS;060;OISE;0601846F;COLLEGE PRIVE MARCEL CALLO;60463;NOGENT SUR OISE;privé sous contrat;90.0
2021-2022;AMIENS;060;OISE;0601938F;COLLEGE LEONARD DE VINCI;60575;SAINTE GENEVIEVE;public;106.3
2021-2022;AMIENS;060;OISE;0602077G;COLLEGE FRANCOISE SAGAN;60088;BORNEL;public;106.9
2021-2022;NORMANDIE;061;ORNE;0610010E;COLLEGE ROGER MARTIN DU GARD;61038;BELLEME;public;99.8
2021-2022;NORMANDIE;061;ORNE;0610044S;COLLEGE ANDRE MALRAUX;61494;TRUN;public;96.0
2021-2022;NORMANDIE;061;ORNE;0610696A;COLLEGE PRIVE SACRE COEUR;61145;DOMFRONT EN POIRAIE;privé sous contrat;97.7
2021-2022;NORMANDIE;061;ORNE;0610714V;COLLEGE PRIVE SAINT REMI;61486;TINCHEBRAY BOCAGE;privé sous contrat;99.3
2021-2022;LILLE;062;PAS-DE-CALAIS;0620026S;COLLEGE DU VAL DU GY;62063;AVESNES LE COMTE;public;93.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0620039F;COLLEGE JACQUES YVES COUSTEAU;62117;BERTINCOURT;public;89.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0620051U;COLLEGE ANGELLIER;62160;BOULOGNE SUR MER;public;75.0
2021-2022;LILLE;062;PAS-DE-CALAIS;0620068M;COLLEGE FREDERIC JOLIOT CURIE;62194;CALONNE RICOUART;public;85.1
